Frame #,# Obj,X,Y,Z,Doppler,Intensity,Time
1.000000000000000,59.000000000000000,0.000000000000000,2.221679687500000,0.387695312500000,0.000000000000000,6.000000000000000,1651621522.707000017166138
1.000000000000000,59.000000000000000,-0.213867187500000,2.195312500000000,0.596679687500000,0.000000000000000,17.000000000000000,1651621522.707000017166138
1.000000000000000,59.000000000000000,-0.289062500000000,2.132812500000000,0.849609375000000,0.000000000000000,28.000000000000000,1651621522.707000017166138
1.000000000000000,59.000000000000000,-0.292968750000000,1.925781250000000,1.301757812500000,0.000000000000000,34.000000000000000,1651621522.707000017166138
1.000000000000000,59.000000000000000,0.445312500000000,2.321289062500000,-0.205078125000000,0.000000000000000,34.000000000000000,1651621522.707000017166138
1.000000000000000,59.000000000000000,0.525390625000000,2.334960937500000,-0.198242187500000,0.000000000000000,23.000000000000000,1651621522.707000017166138
1.000000000000000,59.000000000000000,0.379882812500000,2.400390625000000,-0.060546875000000,0.000000000000000,13.000000000000000,1651621522.707000017166138
1.000000000000000,59.000000000000000,0.230468750000000,2.449218750000000,0.004882812500000,0.000000000000000,22.000000000000000,1651621522.707000017166138
1.000000000000000,59.000000000000000,0.155273437500000,2.484375000000000,0.028320312500000,0.000000000000000,23.000000000000000,1651621522.707000017166138
1.000000000000000,59.000000000000000,0.157226562500000,2.513671875000000,0.041992187500000,0.000000000000000,19.000000000000000,1651621522.707000017166138
1.000000000000000,59.000000000000000,0.428710937500000,2.237304687500000,0.171875000000000,0.356003645477330,14.000000000000000,1651621522.707000017166138
1.000000000000000,59.000000000000000,0.433593750000000,2.268554687500000,0.143554687500000,0.356003645477330,40.000000000000000,1651621522.707000017166138
1.000000000000000,59.000000000000000,0.366210937500000,2.309570312500000,0.149414062500000,0.356003645477330,68.000000000000000,1651621522.707000017166138
1.000000000000000,59.000000000000000,0.371093750000000,2.336914062500000,0.168945312500000,0.356003645477330,80.000000000000000,1651621522.707000017166138
1.000000000000000,59.000000000000000,0.299804687500000,2.375000000000000,0.196289062500000,0.356003645477330,64.000000000000000,1651621522.707000017166138
1.000000000000000,59.000000000000000,0.227539062500000,2.413085937500000,0.187500000000000,0.356003645477330,39.000000000000000,1651621522.707000017166138
