StartTime: 2022-05-05 14:38:30.839
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	D0	D1	D2	D3	Pressure(Pa)	Altitude(m)	Lon(deg)	Lat(deg)	GPSHeight(m)	GPSYaw(deg)	GPSV(km/h)	q0	q1	q2	q3	SV	PDOP	HDOP	VDOP
COM15	 14:41:23.727	0.1265	0.9585	-0.2192	0.0000	0.0000	0.0000	100.9479	-9.4592	-114.0765	35.1500	-4510	-5304	2486	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.39841	0.37415	-0.67352	-0.49753	0	0.00	0.00	0.00
COM15	 14:41:23.730	0.1265	0.9585	-0.2192	0.0000	0.0000	0.0000	101.2720	-7.8662	-114.6973	35.1500	-4473	-5336	2606	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.39841	0.37415	-0.67352	-0.49753	0	0.00	0.00	0.00
COM18	 14:41:23.733	-0.0732	0.9634	0.0195	0.0000	0.0000	0.0000	92.0050	1.4777	73.1744	33.9500	2241	-6820	-345	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.56320	0.57220	0.43591	0.40652	0	0.00	0.00	0.00
COM7	 14:41:23.736	0.0879	0.9697	0.1563	0.0000	0.0000	0.0000	84.4409	-4.1583	-40.7758	35.4100	-314	-5839	-1007	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.69009	-0.61804	0.27560	0.25635	0	0.00	0.00	0.00
COM16	 14:41:23.739	-0.3257	0.9351	0.1084	0.0000	0.0000	0.0000	80.7275	17.1716	-119.0314	33.5100	-143	-13574	-1024	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.31372	0.42914	-0.49326	-0.68848	0	0.00	0.00	0.00
COM16	 14:41:23.750	-0.3257	0.9351	0.1084	0.0000	0.0000	0.0000	80.7275	17.1716	-119.0314	33.5100	-143	-13574	-1024	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.29883	0.42288	-0.49414	-0.69827	0	0.00	0.00	0.00
COM18	 14:41:23.754	-0.0762	0.9688	0.0483	0.0000	0.0000	0.0000	91.7249	1.6699	72.8558	33.9500	2245	-6781	-402	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.56644	0.57132	0.43430	0.40500	0	0.00	0.00	0.00
COM6	 14:41:23.766	0.3428	0.8496	-0.3721	0.0000	0.0000	0.0000	110.6104	-20.9070	176.0614	35.3700	-2040	-4972	4791	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.13159	-0.12360	-0.80316	-0.56766	0	0.00	0.00	0.00
COM15	 14:41:23.766	0.1265	0.9585	-0.2192	0.0000	0.0000	0.0000	101.2720	-7.8662	-114.6973	35.1500	-4473	-5336	2606	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.38602	0.37946	-0.67288	-0.50409	0	0.00	0.00	0.00
COM15	 14:41:23.767	0.1421	1.0161	-0.2085	0.0000	0.0000	0.0000	101.2720	-7.8662	-114.6973	35.2000	-4473	-5336	2606	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.38602	0.37946	-0.67288	-0.50409	0	0.00	0.00	0.00
COM16	 14:41:23.769	-0.3066	0.9287	0.1191	0.0000	0.0000	0.0000	80.5243	17.1222	-120.0421	33.4500	-71	-13566	-1014	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.29364	0.41772	-0.49680	-0.70169	0	0.00	0.00	0.00
COM18	 14:41:23.770	-0.0454	0.9722	0.0659	0.0000	0.0000	0.0000	91.6754	1.8677	72.8064	33.9900	2234	-6821	-411	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.56699	0.57083	0.43460	0.40454	0	0.00	0.00	0.00
COM6	 14:41:23.775	0.3428	0.8496	-0.3721	0.0000	0.0000	0.0000	111.1597	-21.2201	175.1166	35.3700	-2151	-4983	4829	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.12988	-0.13095	-0.80450	-0.56448	0	0.00	0.00	0.00
COM14	 14:41:23.781	-0.0737	0.9844	0.0972	0.0000	0.0000	0.0000	85.3088	-0.6042	162.9492	37.6000	766	-6624	2741	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.10544	0.10425	0.66949	0.72778	0	0.00	0.00	0.00
COM7	 14:41:23.787	0.0410	1.0220	0.1191	0.0000	0.0000	0.0000	84.1992	-4.2407	-40.4462	35.4700	-450	-5827	-1072	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.70215	-0.62009	0.25912	0.23495	0	0.00	0.00	0.00
COM6	 14:41:23.789	0.3428	0.8496	-0.3721	0.0000	0.0000	0.0000	111.1597	-21.2201	175.1166	35.3700	-2151	-4983	4829	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.12808	-0.13849	-0.80560	-0.56152	0	0.00	0.00	0.00
COM7	 14:41:23.791	0.0088	1.0229	0.1211	0.0000	0.0000	0.0000	84.1992	-4.2407	-40.4462	35.4100	-456	-5822	-1102	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.70428	-0.61917	0.25735	0.23300	0	0.00	0.00	0.00
COM7	 14:41:23.791	0.0088	1.0229	0.1211	0.0000	0.0000	0.0000	84.1992	-4.2407	-40.4462	35.4100	-537	-5821	-1109	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.70428	-0.61917	0.25735	0.23300	0	0.00	0.00	0.00
COM7	 14:41:23.794	0.0156	1.0352	0.1362	0.0000	0.0000	0.0000	84.1992	-4.2407	-40.4462	35.4100	-537	-5821	-1109	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.70605	-0.61749	0.25693	0.23254	0	0.00	0.00	0.00
COM18	 14:41:23.799	-0.0454	0.9722	0.0659	0.0000	0.0000	0.0000	91.6754	1.8677	72.8064	33.9900	2234	-6821	-411	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.56757	0.57050	0.43481	0.40399	0	0.00	0.00	0.00
COM18	 14:41:23.799	-0.0205	0.9819	0.0732	0.0000	0.0000	0.0000	91.6754	1.8677	72.8064	33.9900	2234	-6821	-411	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.56757	0.57050	0.43481	0.40399	0	0.00	0.00	0.00
