StartTime: 2022-05-08 15:25:48.109
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	D0	D1	D2	D3	Pressure(Pa)	Altitude(m)	Lon(deg)	Lat(deg)	GPSHeight(m)	GPSYaw(deg)	GPSV(km/h)	q0	q1	q2	q3	SV	PDOP	HDOP	VDOP
COM5	 17:11:40.129	0.0908	0.9609	-0.0557	0.0000	0.0000	0.0000	93.0432	-5.3778	-95.5371	29.5500	-4334	-5749	678	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.48657	0.46289	-0.55878	-0.48642	0	0.00	0.00	0.00
COM5	 17:11:40.129	0.0908	0.9609	-0.0557	0.0000	0.0000	0.0000	93.0322	-5.4327	-95.3064	29.5500	-4334	-5749	678	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.48657	0.46289	-0.55878	-0.48642	0	0.00	0.00	0.00
COM5	 17:11:40.130	0.0908	0.9609	-0.0557	0.0000	0.0000	0.0000	93.0322	-5.4327	-95.3064	29.5500	-4315	-5757	658	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.48657	0.46289	-0.55878	-0.48642	0	0.00	0.00	0.00
COM3	 17:11:40.134	0.0483	0.9443	0.1978	0.0000	0.0000	0.0000	78.4479	-2.8784	136.4667	30.8600	4413	-8113	3909	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.27545	0.25510	0.57904	0.72363	0	0.00	0.00	0.00
COM3	 17:11:40.136	0.0410	0.9419	0.1953	0.0000	0.0000	0.0000	78.4479	-2.8784	136.4667	30.8500	4413	-8113	3909	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.27545	0.25510	0.57904	0.72363	0	0.00	0.00	0.00
COM3	 17:11:40.137	0.0410	0.9419	0.1953	0.0000	0.0000	0.0000	78.4259	-2.8784	136.6534	30.8500	4413	-8113	3909	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.27545	0.25510	0.57904	0.72363	0	0.00	0.00	0.00
COM3	 17:11:40.141	0.0410	0.9419	0.1953	0.0000	0.0000	0.0000	78.4259	-2.8784	136.6534	30.8500	4413	-8113	3909	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.27124	0.25150	0.58011	0.72562	0	0.00	0.00	0.00
COM1	 17:11:40.145	-0.4297	0.0557	0.9521	0.0000	0.0000	0.0000	4.1968	25.5432	166.4264	29.6600	4103	-7745	-7281	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.12320	0.21512	-0.06155	-0.96677	0	0.00	0.00	0.00
COM1	 17:11:40.148	-0.4297	0.0557	0.9521	0.0000	0.0000	0.0000	3.8507	25.5212	167.0087	29.6600	3997	-7722	-7342	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.12320	0.21512	-0.06155	-0.96677	0	0.00	0.00	0.00
COM2	 17:11:40.153	0.9565	-0.0659	0.2661	0.0000	0.0000	0.0000	-19.0723	-75.5750	153.7921	30.6100	-9088	-1471	-2537	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.27554	0.55884	-0.26450	0.73602	0	0.00	0.00	0.00
COM1	 17:11:40.156	-0.3955	0.0532	0.9473	0.0000	0.0000	0.0000	3.5651	25.3345	167.2723	29.7300	4043	-7726	-7337	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.11636	0.21503	-0.05609	-0.96799	0	0.00	0.00	0.00
COM5	 17:11:40.162	0.0967	0.9653	-0.0586	0.0000	0.0000	0.0000	93.0377	-5.4547	-95.2515	29.5500	-4315	-5757	658	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.48871	0.46423	-0.55750	-0.48447	0	0.00	0.00	0.00
COM5	 17:11:40.165	0.0962	0.9673	-0.0566	0.0000	0.0000	0.0000	93.0322	-5.4712	-95.2020	29.5500	-4313	-5751	662	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.48871	0.46423	-0.55750	-0.48447	0	0.00	0.00	0.00
COM0	 17:11:40.170	0.1729	0.9702	0.0796	0.0000	0.0000	0.0000	85.4297	-10.2173	157.4231	28.6400	-288	-6786	1972	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.08395	0.19638	0.64978	0.72943	0	0.00	0.00	0.00
