StartTime: 2022-05-01 14:42:26.245
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	D0	D1	D2	D3	Pressure(Pa)	Altitude(m)	Lon(deg)	Lat(deg)	GPSHeight(m)	GPSYaw(deg)	GPSV(km/h)	q0	q1	q2	q3	SV	PDOP	HDOP	VDOP
COM3	 18:45:28.068	0.0542	0.9058	-0.1143	0.0000	0.0000	0.0000	91.1481	-1.7688	165.5255	33.9200	531	-6307	3421	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.07721	0.10068	0.70697	0.69568	0	0.00	0.00	0.00
COM3	 18:45:28.069	0.0371	0.9165	-0.0645	0.0000	0.0000	0.0000	91.1481	-1.7688	165.5255	33.9900	531	-6307	3421	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.07721	0.10068	0.70697	0.69568	0	0.00	0.00	0.00
COM3	 18:45:28.071	0.0371	0.9165	-0.0645	0.0000	0.0000	0.0000	92.4774	-0.8899	165.7343	33.9900	531	-6307	3421	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.07721	0.10068	0.70697	0.69568	0	0.00	0.00	0.00
COM5	 18:45:28.073	-0.4028	1.6201	-0.1304	0.0000	0.0000	0.0000	90.9503	2.5543	-106.4795	33.6700	-3292	-6270	1248	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.37961	-0.49136	0.53406	0.57367	0	0.00	0.00	0.00
COM2	 18:45:28.078	0.1626	0.9429	0.2148	0.0000	0.0000	0.0000	73.2074	-11.8378	24.7247	33.7000	-1213	-6115	-1792	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.76599	-0.60208	-0.05035	-0.21939	0	0.00	0.00	0.00
COM4	 18:45:28.081	-0.0107	0.9629	-0.0508	0.0000	0.0000	0.0000	93.4113	2.5488	96.7841	32.3500	2645	-6596	832	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.46732	0.47174	0.55420	0.50183	0	0.00	0.00	0.00
COM4	 18:45:28.084	-0.0142	0.9341	-0.0923	0.0000	0.0000	0.0000	93.3398	2.3676	97.0587	32.3100	2645	-6596	832	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.46732	0.47174	0.55420	0.50183	0	0.00	0.00	0.00
COM3	 18:45:28.087	0.0371	0.9165	-0.0645	0.0000	0.0000	0.0000	92.4774	-0.8899	165.7343	33.9900	798	-6400	3575	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.08026	0.09497	0.71591	0.68695	0	0.00	0.00	0.00
COM4	 18:45:28.090	-0.0342	0.9233	-0.1138	0.0000	0.0000	0.0000	93.2739	2.1533	97.4048	32.2800	2706	-6682	784	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.46329	0.47000	0.55460	0.50671	0	0.00	0.00	0.00
COM0	 18:45:28.091	0.0703	0.5806	-0.7290	0.0000	0.0000	0.0000	140.1031	-7.2015	-147.9749	32.5200	-2318	-2181	6610	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.15039	0.23712	-0.90732	-0.31274	0	0.00	0.00	0.00
