StartTime: 2022-05-01 14:42:26.245
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	D0	D1	D2	D3	Pressure(Pa)	Altitude(m)	Lon(deg)	Lat(deg)	GPSHeight(m)	GPSYaw(deg)	GPSV(km/h)	q0	q1	q2	q3	SV	PDOP	HDOP	VDOP
COM5	 15:27:01.682	0.0483	0.9136	-0.3291	0.0000	0.0000	0.0000	109.2206	-2.7960	-119.6246	27.9400	-3655	-5113	3765	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.30832	0.39752	-0.71155	-0.49039	0	0.00	0.00	0.00
COM5	 15:27:01.682	0.0420	0.9146	-0.3428	0.0000	0.0000	0.0000	109.2206	-2.7960	-119.6246	27.9100	-3655	-5113	3765	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.30832	0.39752	-0.71155	-0.49039	0	0.00	0.00	0.00
COM1	 15:27:01.684	-0.3589	0.9077	-0.0884	0.0000	0.0000	0.0000	95.3778	20.4456	-105.6335	27.7100	-1081	-13541	-815	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.29968	0.53699	-0.50491	-0.60562	0	0.00	0.00	0.00
COM1	 15:27:01.684	-0.3589	0.9077	-0.0884	0.0000	0.0000	0.0000	95.3778	20.4456	-105.6335	27.7100	-811	-13547	-829	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.29968	0.53699	-0.50491	-0.60562	0	0.00	0.00	0.00
COM0	 15:27:01.687	-0.0229	-0.4688	-0.9067	0.0000	0.0000	0.0000	-153.0341	0.5878	161.5155	25.8800	874	4758	5106	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.03250	0.15732	0.95956	-0.23090	0	0.00	0.00	0.00
COM1	 15:27:01.692	-0.3550	0.9111	-0.0781	0.0000	0.0000	0.0000	95.3778	20.4456	-105.6335	27.7100	-811	-13547	-829	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.29575	0.53500	-0.50760	-0.60709	0	0.00	0.00	0.00
COM3	 15:27:01.698	-0.0254	0.9648	0.0029	0.0000	0.0000	0.0000	90.8954	0.9888	173.3698	29.5200	507	-6314	3453	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.05002	0.03912	0.70963	0.70166	0	0.00	0.00	0.00
COM3	 15:27:01.702	-0.0581	0.9614	-0.0200	0.0000	0.0000	0.0000	90.9229	1.0822	173.6719	29.5100	541	-6335	3456	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.04669	0.03513	0.71173	0.69995	0	0.00	0.00	0.00
COM0	 15:27:01.707	0.0166	-0.4565	-0.8921	0.0000	0.0000	0.0000	-152.9736	-0.4120	160.9827	25.8800	574	4744	5110	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.04208	0.15973	0.95905	-0.22986	0	0.00	0.00	0.00
COM0	 15:27:01.710	0.0396	-0.4429	-0.8740	0.0000	0.0000	0.0000	-152.9736	-0.8130	160.7904	25.8600	535	4750	5093	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.04208	0.15973	0.95905	-0.22986	0	0.00	0.00	0.00
