StartTime: 2022-05-08 15:25:48.109
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	D0	D1	D2	D3	Pressure(Pa)	Altitude(m)	Lon(deg)	Lat(deg)	GPSHeight(m)	GPSYaw(deg)	GPSV(km/h)	q0	q1	q2	q3	SV	PDOP	HDOP	VDOP
COM3	 16:50:16.175	0.0366	0.9404	0.1699	0.0000	0.0000	0.0000	78.7006	-2.3291	137.9608	25.9100	4650	-8084	3952	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.26535	0.24170	0.58548	0.72684	0	0.00	0.00	0.00
COM5	 16:50:16.181	-0.0410	0.9653	-0.0537	0.0000	0.0000	0.0000	93.0981	3.1586	-104.6777	25.2000	-3387	-5997	1360	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.39713	0.45950	-0.56424	-0.55917	0	0.00	0.00	0.00
COM3	 16:50:16.189	0.0366	0.9404	0.1699	0.0000	0.0000	0.0000	78.7006	-2.3291	137.9608	25.9100	4643	-8084	3940	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.26523	0.24203	0.58609	0.72629	0	0.00	0.00	0.00
COM0	 16:50:16.192	0.0674	0.9512	0.1890	0.0000	0.0000	0.0000	77.9205	-4.2902	161.8671	23.7300	547	-6657	1289	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.09872	-0.12625	-0.61560	-0.77151	0	0.00	0.00	0.00
COM1	 16:50:16.211	-0.3105	0.9106	0.0757	0.0000	0.0000	0.0000	85.2429	19.0393	-80.5298	25.0600	269	-13331	-660	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.48056	-0.58844	0.33890	0.55484	0	0.00	0.00	0.00
COM5	 16:50:16.212	-0.0410	0.9653	-0.0537	0.0000	0.0000	0.0000	93.0981	3.1586	-104.6777	25.2000	-3387	-5997	1360	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.40414	0.45834	-0.56290	-0.55643	0	0.00	0.00	0.00
COM5	 16:50:16.212	-0.0410	0.9653	-0.0537	0.0000	0.0000	0.0000	93.0377	3.0267	-104.5129	25.2000	-3387	-5997	1360	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.40414	0.45834	-0.56290	-0.55643	0	0.00	0.00	0.00
COM1	 16:50:16.212	-0.3135	0.9150	0.0825	0.0000	0.0000	0.0000	85.2429	19.0393	-80.5298	24.8100	147	-13337	-632	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.48105	-0.58789	0.33914	0.55484	0	0.00	0.00	0.00
COM2	 16:50:16.212	0.3413	0.9092	0.1665	0.0000	0.0000	0.0000	79.1125	-20.3412	22.8680	27.0100	-2070	-6582	-2051	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.72009	0.64197	-0.00369	0.26309	0	0.00	0.00	0.00
COM4	 16:50:16.213	-0.0068	0.9673	0.0913	0.0000	0.0000	0.0000	84.7760	-1.7853	59.7272	25.1400	1499	-6424	-1647	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.63531	0.58972	0.32617	0.37695	0	0.00	0.00	0.00
