StartTime: 2022-04-25 16:24:36.191
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	D0	D1	D2	D3	Pressure(Pa)	Altitude(m)	Lon(deg)	Lat(deg)	GPSHeight(m)	GPSYaw(deg)	GPSV(km/h)	q0	q1	q2	q3	SV	PDOP	HDOP	VDOP
COM9	 17:03:30.788	0.0347	0.9326	0.0732	0.0000	0.0000	0.0000	86.5393	-0.7745	171.0352	28.4000	459	-6667	2981	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.05222	-0.05847	-0.68289	-0.72623	0	0.00	0.00	0.00
COM9	 17:03:30.791	0.0347	0.9326	0.0732	0.0000	0.0000	0.0000	86.6492	-0.7910	170.6891	28.4000	436	-6671	3000	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.05328	-0.05942	-0.68359	-0.72540	0	0.00	0.00	0.00
COM11	 17:03:30.797	0.1816	0.9141	-0.2578	0.0000	0.0000	0.0000	105.7434	-9.1351	-111.5497	27.4200	-4716	-5092	2883	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.39087	0.40723	-0.68414	-0.46176	0	0.00	0.00	0.00
COM10	 17:03:30.805	-0.0630	0.9004	-0.3745	0.0000	0.0000	0.0000	109.0613	-1.5601	87.9236	26.7300	2602	-6526	2180	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.40988	0.59164	0.55960	0.41074	0	0.00	0.00	0.00
COM10	 17:03:30.813	-0.0630	0.9004	-0.3745	0.0000	0.0000	0.0000	109.2755	-1.4557	87.6929	26.7300	2261	-6365	2227	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.41013	0.59317	0.55954	0.40833	0	0.00	0.00	0.00
COM10	 17:03:30.815	-0.0439	0.9297	-0.3594	0.0000	0.0000	0.0000	109.3359	-1.3623	87.3798	26.7300	2240	-6438	2225	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.41013	0.59317	0.55954	0.40833	0	0.00	0.00	0.00
COM7	 17:03:30.826	-0.2852	0.3384	0.1895	0.0000	0.0000	0.0000	83.6060	19.3304	140.4767	28.2100	180	-13619	-624	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.35376	-0.10434	-0.66071	-0.65369	0	0.00	0.00	0.00
COM7	 17:03:30.835	-0.1050	1.2671	-0.2056	0.0000	0.0000	0.0000	82.1448	20.1984	132.7643	28.1500	495	-13664	-654	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.40289	-0.13797	-0.64560	-0.63382	0	0.00	0.00	0.00
COM7	 17:03:30.837	-0.1660	1.7129	0.0854	0.0000	0.0000	0.0000	82.9413	18.8416	131.1823	28.1500	557	-13678	-653	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.40613	-0.14804	-0.64584	-0.62921	0	0.00	0.00	0.00
COM6	 17:03:30.840	0.0044	1.1216	0.1050	0.0000	0.0000	0.0000	78.8049	-9.8492	119.5697	26.8200	815	-6735	-212	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.34027	0.37555	0.51309	0.69266	0	0.00	0.00	0.00
COM7	 17:03:30.845	-0.1660	1.7129	0.0854	0.0000	0.0000	0.0000	82.9413	18.8416	131.1823	28.1500	591	-13600	-621	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.40613	-0.14804	-0.64584	-0.62921	0	0.00	0.00	0.00
COM7	 17:03:30.845	-0.3394	1.8174	0.3945	0.0000	0.0000	0.0000	82.9413	18.8416	131.1823	28.1500	591	-13600	-621	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.40613	-0.14804	-0.64584	-0.62921	0	0.00	0.00	0.00
COM9	 17:03:30.849	0.0347	0.9326	0.0732	0.0000	0.0000	0.0000	86.5338	-0.8459	170.4309	28.4000	436	-6671	3000	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.05426	-0.06070	-0.68341	-0.72540	0	0.00	0.00	0.00
COM9	 17:03:30.852	0.0718	0.8652	0.0396	0.0000	0.0000	0.0000	86.5338	-0.8459	170.4309	28.4300	508	-6667	2989	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.05426	-0.06070	-0.68341	-0.72540	0	0.00	0.00	0.00
COM8	 17:03:30.854	-0.0103	1.3770	0.5938	0.0000	0.0000	0.0000	74.4159	-10.3601	-9.7229	30.1700	-1726	-5719	-2237	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.80344	0.58820	-0.09070	0.01349	0	0.00	0.00	0.00
