StartTime: 2022-05-08 15:25:48.109
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	D0	D1	D2	D3	Pressure(Pa)	Altitude(m)	Lon(deg)	Lat(deg)	GPSHeight(m)	GPSYaw(deg)	GPSV(km/h)	q0	q1	q2	q3	SV	PDOP	HDOP	VDOP
COM0	 16:49:37.163	0.2139	0.9331	-0.2100	0.0000	0.0000	0.0000	101.9092	-13.6285	159.2633	28.4000	-611	-5977	3786	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.02185	0.21228	0.74509	0.63181	0	0.00	0.00	0.00
COM4	 16:49:37.164	-0.1123	0.9653	0.0142	0.0000	0.0000	0.0000	89.2200	5.5371	85.9076	29.5700	2726	-6206	-182	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.54333	0.48987	0.50317	0.45990	0	0.00	0.00	0.00
COM1	 16:49:37.164	0.0269	0.9775	0.0244	0.0000	0.0000	0.0000	88.8574	-0.0659	-107.4792	29.1000	-1292	-13400	-161	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.42267	0.41364	-0.56470	-0.57553	0	0.00	0.00	0.00
COM1	 16:49:37.168	0.0269	0.9775	0.0244	0.0000	0.0000	0.0000	88.8574	-0.0659	-107.4792	29.1000	-1292	-13400	-161	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.41995	0.40860	-0.56735	-0.57852	0	0.00	0.00	0.00
COM2	 16:49:37.170	-0.0273	0.9614	0.0693	0.0000	0.0000	0.0000	85.7098	0.5328	-18.6987	30.6700	-67	-6045	-288	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.72559	-0.67456	0.08777	0.10321	0	0.00	0.00	0.00
COM2	 16:49:37.171	-0.0103	0.9517	0.0815	0.0000	0.0000	0.0000	85.7098	0.5328	-18.6987	30.4800	-59	-6044	-260	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.72559	-0.67456	0.08777	0.10321	0	0.00	0.00	0.00
COM0	 16:49:37.174	0.2148	0.9087	-0.2017	0.0000	0.0000	0.0000	102.1838	-13.6121	158.9227	28.3700	-478	-5983	3798	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.02310	0.21335	0.74597	0.63037	0	0.00	0.00	0.00
COM0	 16:49:37.174	0.2148	0.9087	-0.2017	0.0000	0.0000	0.0000	102.1838	-13.6121	158.9227	28.3700	-440	-5989	3801	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.02310	0.21335	0.74597	0.63037	0	0.00	0.00	0.00
COM2	 16:49:37.178	-0.0259	0.9624	0.0703	0.0000	0.0000	0.0000	85.7098	0.5383	-19.7424	30.5500	-44	-6041	-298	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.72037	-0.66974	0.11877	0.13516	0	0.00	0.00	0.00
COM2	 16:49:37.180	-0.0259	0.9624	0.0703	0.0000	0.0000	0.0000	85.7428	0.6097	-21.7090	30.5500	-43	-6048	-298	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.72037	-0.66974	0.11877	0.13516	0	0.00	0.00	0.00
