StartTime: 2022-05-01 14:42:26.245
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	D0	D1	D2	D3	Pressure(Pa)	Altitude(m)	Lon(deg)	Lat(deg)	GPSHeight(m)	GPSYaw(deg)	GPSV(km/h)	q0	q1	q2	q3	SV	PDOP	HDOP	VDOP
COM1	 17:48:39.503	-0.4106	0.8833	0.0708	0.0000	0.0000	0.0000	82.4634	24.0326	-135.0000	30.0400	-137	-13923	-1484	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.15466	0.39133	-0.53564	-0.73206	0	0.00	0.00	0.00
COM1	 17:48:39.503	-0.4170	0.8750	0.0820	0.0000	0.0000	0.0000	82.4634	24.0326	-135.0000	30.1700	-137	-13923	-1484	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.15466	0.39133	-0.53564	-0.73206	0	0.00	0.00	0.00
COM1	 17:48:39.505	-0.4170	0.8750	0.0820	0.0000	0.0000	0.0000	82.6611	23.9502	-134.8022	30.1700	-137	-13923	-1484	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.15466	0.39133	-0.53564	-0.73206	0	0.00	0.00	0.00
COM5	 17:48:39.512	0.0879	0.9077	-0.3257	0.0000	0.0000	0.0000	109.2316	-5.6744	-116.1090	30.9900	-3859	-4727	3507	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.34076	0.40689	-0.70572	-0.46924	0	0.00	0.00	0.00
COM2	 17:48:39.517	0.3633	0.8999	0.0317	0.0000	0.0000	0.0000	88.1049	-23.0878	0.5109	31.9400	-2582	-6135	-2201	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.70349	0.68185	-0.14081	0.14230	0	0.00	0.00	0.00
COM4	 17:48:39.517	-0.1685	0.8828	-0.3589	0.0000	0.0000	0.0000	112.4670	9.7559	91.9885	29.9600	3271	-5710	2500	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.43552	0.54141	0.62860	0.34918	0	0.00	0.00	0.00
COM4	 17:48:39.517	-0.1689	0.8818	-0.3613	0.0000	0.0000	0.0000	112.3572	9.7394	92.1918	30.0000	3253	-5709	2503	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.43542	0.54016	0.62906	0.35043	0	0.00	0.00	0.00
COM4	 17:48:39.517	-0.1689	0.8818	-0.3613	0.0000	0.0000	0.0000	112.3572	9.7394	92.1918	30.0000	3245	-5692	2518	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.43536	0.53992	0.62918	0.35062	0	0.00	0.00	0.00
COM4	 17:48:39.517	-0.1724	0.8838	-0.3613	0.0000	0.0000	0.0000	112.3462	9.7449	92.2083	30.0000	3245	-5692	2518	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.43536	0.53992	0.62918	0.35062	0	0.00	0.00	0.00
COM3	 17:48:39.532	-0.0122	0.9170	0.2949	0.0000	0.0000	0.0000	71.9934	0.0385	167.0636	30.7500	873	-6820	1285	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.09113	-0.06598	-0.58383	-0.80396	0	0.00	0.00	0.00
COM0	 17:48:39.532	0.0869	0.9512	0.2090	0.0000	0.0000	0.0000	77.7667	-6.4435	169.3762	28.6100	-124	-6637	1403	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.03677	0.10156	0.62000	0.77707	0	0.00	0.00	0.00
COM0	 17:48:39.548	0.0869	0.9512	0.2090	0.0000	0.0000	0.0000	77.9535	-5.8832	169.5026	28.6100	-124	-6637	1403	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.03677	0.10156	0.62000	0.77707	0	0.00	0.00	0.00
COM0	 17:48:39.548	0.0669	0.9492	0.1973	0.0000	0.0000	0.0000	77.9535	-5.8832	169.5026	28.6400	-124	-6637	1403	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.03882	0.09717	0.62186	0.77603	0	0.00	0.00	0.00
COM0	 17:48:39.548	0.0669	0.9492	0.1973	0.0000	0.0000	0.0000	77.9865	-5.7843	169.5135	28.6400	-124	-6637	1403	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.03882	0.09717	0.62186	0.77603	0	0.00	0.00	0.00
COM5	 17:48:39.554	0.0996	0.9131	-0.3335	0.0000	0.0000	0.0000	109.2316	-5.6744	-116.1310	30.9700	-3875	-4713	3505	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.34015	0.40634	-0.70621	-0.46942	0	0.00	0.00	0.00
COM5	 17:48:39.554	0.0996	0.9131	-0.3335	0.0000	0.0000	0.0000	109.2316	-5.6744	-116.1530	30.9700	-3875	-4713	3505	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.34015	0.40634	-0.70621	-0.46942	0	0.00	0.00	0.00
COM0	 17:48:39.554	0.0664	0.9487	0.1978	0.0000	0.0000	0.0000	78.0139	-5.7019	169.5245	28.6100	84	-6687	1457	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.03928	0.09644	0.62222	0.77582	0	0.00	0.00	0.00
COM0	 17:48:39.554	0.0664	0.9487	0.1978	0.0000	0.0000	0.0000	78.0139	-5.7019	169.5245	28.6100	84	-6687	1457	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.03961	0.09583	0.62250	0.77567	0	0.00	0.00	0.00
COM0	 17:48:39.554	0.0674	0.9482	0.1982	0.0000	0.0000	0.0000	78.0139	-5.7019	169.5245	28.6200	84	-6687	1457	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.03961	0.09583	0.62250	0.77567	0	0.00	0.00	0.00
COM1	 17:48:39.554	-0.4219	0.8750	0.0835	0.0000	0.0000	0.0000	82.7325	23.9337	-134.7638	30.0400	-115	-13896	-1500	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.15570	0.39209	-0.53653	-0.73077	0	0.00	0.00	0.00
COM3	 17:48:39.554	-0.0107	0.9194	0.2930	0.0000	0.0000	0.0000	72.0099	0.0494	167.0416	30.6900	866	-6824	1282	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.09155	-0.06592	-0.58411	-0.80371	0	0.00	0.00	0.00
COM3	 17:48:39.569	-0.0122	0.9194	0.2930	0.0000	0.0000	0.0000	72.0209	0.0659	167.0197	30.6900	866	-6824	1282	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.09155	-0.06592	-0.58411	-0.80371	0	0.00	0.00	0.00
COM1	 17:48:39.569	-0.4185	0.8828	0.1030	0.0000	0.0000	0.0000	82.7325	23.9337	-134.7638	30.4200	-114	-13898	-1489	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.15585	0.39243	-0.53729	-0.73001	0	0.00	0.00	0.00
COM1	 17:48:39.569	-0.4185	0.8828	0.1030	0.0000	0.0000	0.0000	82.7325	23.9337	-134.7638	30.4200	-105	-13902	-1488	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.15585	0.39243	-0.53729	-0.73001	0	0.00	0.00	0.00
COM2	 17:48:39.569	0.3628	0.9043	0.0264	0.0000	0.0000	0.0000	88.0609	-23.1757	0.4669	31.6800	-2572	-6137	-2203	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.70370	0.68143	-0.14163	0.14249	0	0.00	0.00	0.00
COM2	 17:48:39.569	0.3599	0.9038	0.0264	0.0000	0.0000	0.0000	88.0389	-23.1757	0.4834	32.0000	-2572	-6137	-2203	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.70370	0.68143	-0.14163	0.14249	0	0.00	0.00	0.00
COM2	 17:48:39.569	0.3599	0.9038	0.0264	0.0000	0.0000	0.0000	88.0389	-23.1757	0.4834	32.0000	-2555	-6144	-2243	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.70370	0.68143	-0.14163	0.14249	0	0.00	0.00	0.00
COM3	 17:48:39.585	-0.0122	0.9194	0.2930	0.0000	0.0000	0.0000	72.0209	0.0659	167.0197	30.6900	866	-6831	1301	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.09174	-0.06595	-0.58423	-0.80362	0	0.00	0.00	0.00
COM3	 17:48:39.585	-0.0151	0.9209	0.2949	0.0000	0.0000	0.0000	72.0209	0.0659	167.0197	30.7200	866	-6831	1301	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.09174	-0.06595	-0.58423	-0.80362	0	0.00	0.00	0.00
COM2	 17:48:39.585	0.3599	0.9038	0.0264	0.0000	0.0000	0.0000	88.0334	-23.1592	0.4834	32.0000	-2555	-6144	-2243	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.70377	0.68134	-0.14154	0.14255	0	0.00	0.00	0.00
COM2	 17:48:39.585	0.3599	0.9038	0.0264	0.0000	0.0000	0.0000	88.0334	-23.1592	0.4834	32.0000	-2550	-6143	-2238	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.70377	0.68134	-0.14154	0.14255	0	0.00	0.00	0.00
COM5	 17:48:39.609	0.0938	0.9111	-0.3276	0.0000	0.0000	0.0000	109.2096	-5.6854	-116.1694	30.9700	-3824	-4706	3466	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.34012	0.40598	-0.70627	-0.46964	0	0.00	0.00	0.00
COM5	 17:48:39.610	0.0801	0.9111	-0.3252	0.0000	0.0000	0.0000	109.1986	-5.6909	-116.1749	30.9600	-3824	-4706	3466	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.34012	0.40598	-0.70627	-0.46964	0	0.00	0.00	0.00
COM0	 17:48:39.623	0.0674	0.9482	0.1982	0.0000	0.0000	0.0000	78.0304	-5.6360	169.5300	28.6200	89	-6668	1430	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.03995	0.09540	0.62265	0.77557	0	0.00	0.00	0.00
COM0	 17:48:39.623	0.0679	0.9492	0.1982	0.0000	0.0000	0.0000	78.0359	-5.5920	169.5245	28.6200	89	-6668	1430	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.03995	0.09540	0.62265	0.77557	0	0.00	0.00	0.00
COM2	 17:48:39.623	0.3667	0.9019	0.0288	0.0000	0.0000	0.0000	88.0334	-23.1372	0.4889	31.8700	-2550	-6148	-2246	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.70386	0.68134	-0.14127	0.14236	0	0.00	0.00	0.00
COM2	 17:48:39.623	0.3701	0.9033	0.0308	0.0000	0.0000	0.0000	88.0334	-23.1372	0.4889	32.0000	-2550	-6148	-2246	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.70386	0.68134	-0.14127	0.14236	0	0.00	0.00	0.00
COM2	 17:48:39.623	0.3701	0.9033	0.0308	0.0000	0.0000	0.0000	88.0389	-23.1042	0.5054	32.0000	-2550	-6148	-2246	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.70386	0.68134	-0.14127	0.14236	0	0.00	0.00	0.00
COM0	 17:48:39.623	0.0708	0.9517	0.1992	0.0000	0.0000	0.0000	78.0249	-5.5646	169.5190	28.6500	87	-6659	1416	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.04041	0.09497	0.62268	0.77557	0	0.00	0.00	0.00
