StartTime: 2022-05-08 15:25:48.109
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	D0	D1	D2	D3	Pressure(Pa)	Altitude(m)	Lon(deg)	Lat(deg)	GPSHeight(m)	GPSYaw(deg)	GPSV(km/h)	q0	q1	q2	q3	SV	PDOP	HDOP	VDOP
COM1	 16:28:39.659	-0.3545	0.8892	0.1426	0.0000	0.0000	0.0000	81.0297	21.1102	-4.2847	33.0100	10363	-15674	9433	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.74207	-0.64371	-0.11517	0.14694	0	0.00	0.00	0.00
COM4	 16:28:39.663	0.0210	0.9717	0.0332	0.0000	0.0000	0.0000	88.0444	-1.8951	47.9443	32.8200	1193	-6789	-1582	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.65222	0.63971	0.27142	0.30264	0	0.00	0.00	0.00
COM4	 16:28:39.664	0.0264	0.9707	0.0342	0.0000	0.0000	0.0000	88.0994	-1.8677	48.1146	32.8200	1410	-6778	-1568	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.65170	0.63974	0.27216	0.30304	0	0.00	0.00	0.00
COM3	 16:28:39.671	0.0366	0.9468	0.1895	0.0000	0.0000	0.0000	78.5797	-2.2083	140.0922	32.7200	4827	-8364	4662	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.25211	0.22882	0.58926	0.73264	0	0.00	0.00	0.00
COM0	 16:28:39.677	0.1406	-0.0869	-0.9795	0.0000	0.0000	0.0000	-174.9188	-8.0640	152.0673	33.0400	35	2426	6614	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.07895	0.23752	0.96774	-0.02673	0	0.00	0.00	0.00
COM2	 16:28:39.677	0.2368	0.9263	0.2075	0.0000	0.0000	0.0000	77.7008	-14.3097	128.8312	34.5200	-1586	-6657	-1485	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.26318	0.35626	0.51944	0.73065	0	0.00	0.00	0.00
COM2	 16:28:39.677	0.2388	0.9268	0.2007	0.0000	0.0000	0.0000	77.5745	-14.5020	124.4971	34.5200	-1654	-6654	-1530	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.26318	0.35626	0.51944	0.73065	0	0.00	0.00	0.00
COM0	 16:28:39.692	0.1406	-0.0869	-0.9795	0.0000	0.0000	0.0000	-174.9188	-8.0640	152.0673	33.0400	39	2429	6629	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.07886	0.23746	0.96780	-0.02591	0	0.00	0.00	0.00
COM4	 16:28:39.692	0.0298	0.9707	0.0327	0.0000	0.0000	0.0000	88.0994	-1.8677	48.1146	32.7700	1410	-6778	-1568	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.65152	0.63956	0.27267	0.30328	0	0.00	0.00	0.00
COM4	 16:28:39.692	0.0293	0.9707	0.0308	0.0000	0.0000	0.0000	88.1158	-1.8292	48.2080	32.7900	1331	-6787	-1577	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.65137	0.63943	0.27313	0.30347	0	0.00	0.00	0.00
COM2	 16:28:39.692	0.2412	0.9282	0.1958	0.0000	0.0000	0.0000	77.5690	-14.5020	123.8763	34.6500	-1568	-6655	-1516	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.29001	0.37640	0.50412	0.72107	0	0.00	0.00	0.00
COM2	 16:28:39.692	0.2393	0.9297	0.1992	0.0000	0.0000	0.0000	77.5690	-14.5020	123.8763	34.8400	-1568	-6655	-1516	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.29395	0.37912	0.50204	0.71951	0	0.00	0.00	0.00
COM2	 16:28:39.708	0.2393	0.9297	0.1992	0.0000	0.0000	0.0000	77.5690	-14.4855	123.0139	34.8400	-1568	-6655	-1516	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.29395	0.37912	0.50204	0.71951	0	0.00	0.00	0.00
COM3	 16:28:39.708	0.0361	0.9463	0.1924	0.0000	0.0000	0.0000	78.3875	-2.1753	140.3339	32.7600	4849	-8362	4656	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.25177	0.22836	0.58926	0.73288	0	0.00	0.00	0.00
COM1	 16:28:39.724	-0.3545	0.8892	0.1426	0.0000	0.0000	0.0000	80.8044	21.0828	-4.3011	33.0100	10371	-15685	9413	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.74362	-0.64200	-0.11530	0.14661	0	0.00	0.00	0.00
COM3	 16:28:39.724	0.0366	0.9458	0.1938	0.0000	0.0000	0.0000	78.3875	-2.1753	140.3339	32.7700	4849	-8362	4656	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.25156	0.22818	0.58936	0.73294	0	0.00	0.00	0.00
COM3	 16:28:39.724	0.0366	0.9458	0.1938	0.0000	0.0000	0.0000	78.3984	-2.1698	140.3668	32.7700	4854	-8363	4653	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.25156	0.22818	0.58936	0.73294	0	0.00	0.00	0.00
COM1	 16:28:39.724	-0.3604	0.8916	0.1372	0.0000	0.0000	0.0000	80.7275	21.0663	-4.3671	32.9400	10371	-15685	9413	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	-0.74380	-0.64178	-0.11520	0.14661	0	0.00	0.00	0.00
COM4	 16:28:39.724	0.0293	0.9707	0.0308	0.0000	0.0000	0.0000	88.1268	-1.8127	48.2520	32.7900	1306	-6796	-1581	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.65115	0.63925	0.27383	0.30374	0	0.00	0.00	0.00
