address,axg,ayg,azg,AngleXdeg,AngleYdeg,AngleZdeg,hx,hy,hz,q0,q1,q2,q3
5,0.0615,0.959,-0.1382,97.2015,-1.2634,-108.858,-3829,-5817,1795,0.39157,0.42947,-0.61597,-0.53171
5,-0.0693,0.981,-0.1255,96.8225,-1.2085,-107.0782,-3833,-5752,1741,0.40015,0.43887,-0.60608,-0.52899
5,0.106,0.9624,-0.1221,96.46,1.0162,-107.5891,-3793,-5752,1792,0.39005,0.44434,-0.599,-0.53992
5,-0.0347,0.9658,-0.1343,95.8557,1.0876,-106.4081,-3557,-6110,1716,0.3956,0.44968,-0.59058,-0.54074
5,-0.0854,0.9199,-0.1118,95.4272,1.9775,-105.6226,-3594,-6102,1622,0.39636,0.45633,-0.58224,-0.54364
5,0.0347,0.9707,0.0303,94.9493,4.3781,-103.8043,-3426,-6221,1431,0.39453,0.47464,-0.5636,-0.54889
5,0.0239,0.9214,-0.0898,95.3943,4.3341,-104.2163,-3153,-6291,1325,0.39096,0.47397,-0.5676,-0.54791
5,-0.0083,0.958,-0.2256,99.4043,0.8624,-109.3744,-3620,-5794,1994,0.37402,0.44293,-0.61871,-0.53006
5,-0.0044,1.0034,-0.2939,102.0026,2.8949,-111.0168,-3389,-5802,2373,0.34,0.45303,-0.63132,-0.5296
5,-0.1914,0.9321,-0.2808,102.8375,3.5925,-110.2753,-3417,-5836,2540,0.33612,0.46265,-0.62991,-0.52542
5,-0.1914,0.9321,-0.2808,102.8375,3.5925,-110.2753,-3417,-5836,2540,0.33612,0.46265,-0.62991,-0.52542
5,-0.1006,0.875,-0.292,103.5681,5.235,-108.1384,-3261,-5814,2574,0.33337,0.47577,-0.62286,-0.52383
5,-0.1006,0.875,-0.292,103.5681,5.235,-108.1384,-3261,-5814,2574,0.33337,0.47577,-0.62286,-0.52383
5,-0.0195,0.981,-0.3369,104.6173,5.5426,-107.1167,-3167,-5766,2627,0.32816,0.49249,-0.6196,-0.51553
5,-0.1221,0.8555,-0.353,104.2877,4.8889,-105.9027,-3076,-5791,2570,0.34247,0.49612,-0.6138,-0.50961
5,0.0005,0.9609,-0.3706,104.2383,3.5211,-104.6118,-3150,-5777,2517,0.35397,0.4968,-0.6113,-0.50409
5,-0.0884,0.918,-0.2061,104.1339,3.0817,-104.892,-3337,-5811,2480,0.35699,0.49603,-0.61435,-0.49899
5,-0.0703,0.9546,-0.2124,103.1781,2.5433,-105.6281,-3344,-5794,2388,0.36151,0.48444,-0.61575,-0.50531
5,-0.0254,0.9463,-0.1592,102.0905,2.5983,-106.5234,-3337,-5787,2311,0.36188,0.47787,-0.61478,-0.51245
5,0.0332,0.9761,-0.188,101.7883,2.5983,-106.507,-3349,-5774,2318,0.3623,0.47574,-0.61383,-0.51529
5,-0.0107,0.9429,-0.1899,101.3654,2.4719,-106.4191,-3327,-5773,2239,0.36786,0.47342,-0.61081,-0.51706
5,-0.0498,0.9482,-0.1782,100.9039,1.8787,-106.1719,-3669,-5768,2091,0.37814,0.46396,-0.61105,-0.51794
5,-0.0317,0.9648,-0.1626,100.014,0.9998,-106.853,-3665,-5782,2107,0.3775,0.46094,-0.61188,-0.52008
5,-0.0054,0.958,-0.1709,100.058,1.3293,-107.7539,-3701,-5734,2144,0.37186,0.45795,-0.6142,-0.52405
5,-0.0166,0.959,-0.1753,100.0964,0.7086,-106.5179,-3637,-5757,2117,0.37949,0.46118,-0.61237,-0.51788
5,-0.0093,0.9585,-0.1831,100.0195,0.6317,-105.8423,-3599,-5757,2090,0.38403,0.46469,-0.60907,-0.51523
5,-0.0015,0.9624,-0.1665,99.8877,0.6647,-105.1117,-3576,-5730,2048,0.38699,0.46753,-0.60611,-0.51398
5,0.0083,0.96,-0.1694,99.7998,0.5164,-104.436,-3552,-5739,1992,0.39047,0.47037,-0.60327,-0.51205
5,0.0083,0.96,-0.1694,99.7998,0.5164,-104.436,-3552,-5739,1992,0.39047,0.47037,-0.60327,-0.51205
