address,axg,ayg,azg,AngleXdeg,AngleYdeg,AngleZdeg,hx,hy,hz,q0,q1,q2,q3
5,0.0303,0.9673,-0.0269,90.6757,-1.6864,-103.7329,-3955,-6079,978,0.4422,0.43097,-0.5658,-0.54633
5,0.0303,0.9673,-0.0269,90.6757,-1.6864,-103.7329,-3955,-6079,978,0.4422,0.43097,-0.5658,-0.54633
5,0.0303,0.9673,-0.0269,90.6757,-1.6864,-103.7329,-3955,-6079,978,0.4422,0.43097,-0.5658,-0.54633
5,0.0303,0.9673,-0.0269,90.8295,-1.6095,-103.9087,-3976,-6030,999,0.4404,0.43106,-0.56693,-0.54657
5,0.0303,0.9673,-0.0269,90.8295,-1.6095,-103.9087,-3976,-6030,999,0.4404,0.43106,-0.56693,-0.54657
5,0.0303,0.9673,-0.0269,90.8295,-1.6095,-103.9087,-3976,-6030,999,0.4404,0.43106,-0.56693,-0.54657
5,0.0303,0.9673,-0.0269,90.8295,-1.6095,-103.9087,-3976,-6030,999,0.4404,0.43106,-0.56693,-0.54657
5,0.0303,0.9673,-0.0269,90.8295,-1.6095,-103.9087,-3976,-6030,999,0.4404,0.43106,-0.56693,-0.54657
5,0.0303,0.9673,-0.0269,90.8295,-1.6095,-103.9087,-3976,-6030,999,0.4404,0.43106,-0.56693,-0.54657
5,0.0303,0.9673,-0.0269,90.8295,-1.6095,-103.9087,-3976,-6030,999,0.4404,0.43106,-0.56693,-0.54657
5,0.0303,0.9673,-0.0269,90.8295,-1.6095,-103.9087,-3976,-6030,999,0.4404,0.43106,-0.56693,-0.54657
5,0.0303,0.9673,-0.0269,90.8295,-1.6095,-103.9087,-3976,-6030,999,0.4404,0.43106,-0.56693,-0.54657
5,0.0278,0.9707,-0.0303,91.181,-1.5601,-103.6395,-3925,-6078,1032,0.44016,0.43399,-0.56735,-0.54398
5,0.0239,0.9697,-0.0171,90.9943,-1.4667,-103.5846,-3725,-6062,998,0.44064,0.43399,-0.56592,-0.54504
5,0.0215,0.9692,-0.0283,90.9778,-1.3293,-103.4308,-3549,-6020,971,0.4408,0.43536,-0.56476,-0.54504
5,0.0234,0.9697,-0.0249,90.8405,-0.9283,-104.4745,-3625,-6021,1048,0.4353,0.43192,-0.56674,-0.55011
5,-0.0137,0.9697,-0.0127,90.7141,-0.6097,-104.9304,-3662,-5989,1060,0.43106,0.43045,-0.5665,-0.55484
5,0.1265,0.96,-0.2354,99.8712,-0.5109,-120.7617,-3223,-5488,2727,0.32104,0.3757,-0.66675,-0.5578
5,0.0376,0.96,-0.1445,97.9926,-2.0874,-115.1642,-3657,-5868,2375,0.36322,0.39441,-0.64334,-0.54636
5,0.0396,0.959,-0.1479,98.0365,-2.1918,-114.873,-3633,-5869,2371,0.36496,0.39551,-0.64291,-0.54492
5,0.0439,0.9585,-0.1479,98.064,-2.1918,-114.5929,-3637,-5895,2376,0.36627,0.39731,-0.64203,-0.54376
5,0.0376,0.9595,-0.1431,98.0585,-2.1423,-114.4446,-3654,-5876,2399,0.36673,0.39835,-0.64133,-0.54349
5,0.0317,0.9585,-0.1436,98.031,-1.9775,-114.3677,-3662,-5862,2377,0.3663,0.39951,-0.64044,-0.54398
5,0.0327,0.9619,-0.1436,98.0145,-1.9061,-114.3018,-3687,-5836,2339,0.36627,0.40018,-0.63992,-0.54413
5,0.0308,0.9604,-0.1416,97.9926,-1.6919,-114.0381,-3700,-5876,2333,0.36646,0.40259,-0.63824,-0.54422
5,0.0229,0.959,-0.1416,97.9816,-1.6534,-113.8348,-3706,-5875,2330,0.36716,0.40372,-0.63745,-0.54382
5,0.0283,0.9604,-0.1426,98.0255,-1.6425,-113.725,-3713,-5867,2341,0.36752,0.40469,-0.63715,-0.54321
5,0.0283,0.96,-0.1445,98.0859,-1.6205,-113.5931,-3704,-5864,2374,0.36783,0.4057,-0.6369,-0.54254
5,0.0234,0.96,-0.1377,98.1134,-1.5436,-113.3789,-3706,-5863,2350,0.36832,0.40738,-0.63605,-0.54196
5,0.0254,0.9546,-0.1479,98.1738,-1.5271,-113.1262,-3703,-5863,2378,0.36923,0.40903,-0.63538,-0.54086
