address,axg,ayg,azg,AngleXdeg,AngleYdeg,AngleZdeg,hx,hy,hz,q0,q1,q2,q3
1,-0.4893,-0.271,0.9209,-10.9808,28.114,96.8225,9354,-8739,5,-0.62833,0.24121,-0.09381,-0.73355
1,-0.5269,-0.27,0.9048,-12.3926,28.6633,99.6021,9437,-8706,-53,-0.60986,0.24979,-0.0842,-0.74731
1,-0.52,-0.3013,0.7666,-15.238,28.3887,101.6235,10294,-9479,-145,-0.58191,0.26962,-0.05392,-0.76529
1,-0.4458,-0.3237,0.75,-17.3639,26.6913,102.7936,10336,-9585,-150,-0.57425,0.26974,-0.03088,-0.77228
1,-0.4004,-0.332,0.7539,-17.9297,26.0156,103.7494,10348,-9589,-176,-0.56812,0.26889,-0.01959,-0.77747
1,-0.3975,-0.3228,0.7583,-17.9846,25.9552,103.9911,10356,-9581,-204,-0.56488,0.26859,-0.01654,-0.78
1,-0.4453,-0.2866,0.8896,-16.2543,26.2408,108.1879,10637,-9857,-252,-0.53934,0.26276,-0.02023,-0.79971
1,-0.5308,-0.2749,0.855,-15.5841,28.4985,109.9237,11061,-10185,-180,-0.52548,0.2738,-0.03116,-0.80487
1,-0.5132,-0.2642,0.8584,-15.5676,29.2511,110.4236,11147,-10233,-100,-0.51825,0.28052,-0.03476,-0.8071
1,-0.4731,-0.2715,0.8667,-15.9741,29.339,110.6708,11095,-10201,-82,-0.51636,0.28174,-0.03232,-0.80798
1,-0.4741,-0.2793,0.8169,-16.485,29.8993,110.6708,11356,-10248,-65,-0.51337,0.28879,-0.03125,-0.80743
1,-0.5,-0.2842,0.8247,-16.7706,30.52,110.9949,11469,-10265,-38,-0.50983,0.29379,-0.03177,-0.80786
1,-0.5049,-0.2788,0.8125,-16.7981,30.9705,111.8298,11426,-10275,8,-0.50192,0.29764,-0.03143,-0.8114
1,-0.5059,-0.2705,0.8091,-16.7377,31.5198,112.3572,11361,-10263,16,-0.49707,0.30121,-0.03317,-0.81299
1,-0.5322,-0.2671,0.8208,-16.6333,32.2229,113.0109,11728,-10229,46,-0.48849,0.3071,-0.03653,-0.81586
1,-0.5454,-0.2681,0.814,-16.4081,33.1238,114.1644,11673,-10191,65,-0.48135,0.31119,-0.03848,-0.81845
1,-0.5591,-0.2598,0.792,-16.4465,33.6072,115.0928,11639,-10186,103,-0.47348,0.31491,-0.03799,-0.82166
1,-0.5615,-0.25,0.7905,-16.4081,33.8708,116.0706,11629,-10238,100,-0.46594,0.31686,-0.0368,-0.82526
1,-0.5806,-0.252,0.7954,-16.2488,34.1785,117.0209,11842,-10330,79,-0.4603,0.31842,-0.03674,-0.82782
1,-0.5806,-0.249,0.7832,-16.1334,34.3158,118.103,11993,-10519,92,-0.45096,0.31946,-0.03519,-0.83261
1,-0.5806,-0.248,0.7676,-16.1115,34.3488,118.8171,11985,-10613,103,-0.44672,0.32004,-0.03381,-0.83472
1,-0.5786,-0.2402,0.7949,-15.9851,34.3817,119.5477,11603,-10602,113,-0.4407,0.31976,-0.03253,-0.83807
