address,axg,ayg,azg,AngleXdeg,AngleYdeg,AngleZdeg,hx,hy,hz,q0,q1,q2,q3
1,-0.3726,0.3076,0.8652,22.467,22.3517,-47.9169,-855,-10198,-8866,0.86386,0.25214,0.0957,-0.42532
1,-0.3701,0.3091,0.8599,22.3737,22.5275,-47.8729,-755,-10186,-8878,0.86401,0.2515,0.09784,-0.4249
1,-0.3965,0.2969,0.8628,22.3132,22.6593,-47.851,-540,-10177,-8867,0.86386,0.25159,0.09921,-0.42487
1,-0.3979,0.3013,0.8726,22.2144,22.5714,-47.7576,-561,-10218,-8830,0.86444,0.25089,0.09927,-0.42404
1,-0.3862,0.3101,0.8716,22.0386,22.5055,-47.7905,-739,-10268,-8855,0.86493,0.24948,0.09885,-0.42401
1,-0.3877,0.3066,0.8452,21.6486,22.7856,-47.7191,-897,-10177,-8852,0.86551,0.24683,0.10297,-0.42337
1,-0.3794,0.3037,0.8623,21.5552,22.7747,-47.5873,-661,-10179,-8864,0.86624,0.24597,0.10349,-0.42227
1,-0.396,0.3081,0.8564,21.4014,22.868,-47.3785,-514,-10181,-8837,0.86697,0.24506,0.10501,-0.42093
1,-0.3882,0.3042,0.8525,21.264,22.9724,-47.2852,-585,-10191,-8871,0.86749,0.24402,0.10617,-0.42014
1,-0.3867,0.3091,0.8784,21.1652,22.9559,-47.1753,-561,-10183,-8883,0.86768,0.24396,0.10727,-0.41953
1,-0.3867,0.3037,0.8623,21.0443,23.0658,-47.038,-509,-10193,-8871,0.86865,0.24252,0.10883,-0.41791
1,-0.4136,0.3037,0.8594,20.896,23.1427,-46.6864,-498,-10198,-8877,0.87024,0.24106,0.11111,-0.41489
1,-0.3921,0.2998,0.8716,20.7257,23.1207,-46.582,-505,-10190,-8853,0.87088,0.23981,0.11136,-0.41415
1,-0.3916,0.3018,0.8516,20.473,23.2965,-46.4447,-515,-10221,-8908,0.87152,0.23828,0.11395,-0.41299
1,-0.3994,0.2959,0.8599,20.3522,23.3569,-46.4832,-512,-10250,-8930,0.87149,0.23761,0.11478,-0.41324
1,-0.3975,0.3008,0.8799,20.4126,23.2416,-46.4557,-499,-10239,-8896,0.87161,0.23752,0.1138,-0.4133
1,-0.3892,0.3091,0.8716,20.3467,23.1482,-46.4612,-496,-10214,-8900,0.87204,0.23691,0.11319,-0.4129
1,-0.3901,0.292,0.8628,20.0665,23.1647,-46.3513,-518,-10233,-8903,0.87296,0.23474,0.11459,-0.4118
1,-0.3828,0.2979,0.8726,19.9567,23.1152,-46.4227,-587,-10244,-8891,0.87305,0.23383,0.11444,-0.4122
1,-0.3833,0.3003,0.8652,19.8853,23.1647,-46.4337,-552,-10246,-8899,0.87308,0.23343,0.11505,-0.41223
1,-0.3838,0.2935,0.8418,19.7919,23.1537,-46.4557,-570,-10254,-8900,0.8732,0.2327,0.11526,-0.41229
1,-0.3823,0.2964,0.8672,19.6545,23.1152,-46.5326,-614,-10247,-8909,0.87326,0.23163,0.11526,-0.41275
1,-0.394,0.2949,0.8682,19.5612,23.0219,-46.5546,-610,-10258,-8900,0.8736,0.23062,0.11487,-0.41275
1,-0.3765,0.2959,0.8584,19.4128,22.8845,-46.6809,-910,-10262,-8880,0.87372,0.22919,0.11404,-0.41348
1,-0.3867,0.2954,0.877,19.3909,22.7142,-46.7633,-840,-10262,-8912,0.8739,0.22845,0.11221,-0.414
1,-0.3408,0.2983,0.8223,19.3579,22.4286,-46.8347,-885,-10247,-8893,0.87436,0.22745,0.11035,-0.41406
1,-0.3848,0.3179,0.9268,19.5557,22.1375,-46.8512,-875,-10220,-8902,0.87466,0.22833,0.10611,-0.41403
1,-0.3848,0.3076,0.874,19.5007,21.7584,-46.6205,-808,-10206,-8926,0.87613,0.22635,0.10501,-0.41235
1,-0.3579,0.2871,0.8442,19.0942,21.8463,-46.6644,-821,-10255,-8940,0.87653,0.22372,0.10718,-0.41241
1,-0.3643,0.2988,0.8633,19.1656,21.9836,-46.6205,-821,-10261,-8907,0.87653,0.22409,0.10767,-0.41208
1,-0.3682,0.3066,0.8726,19.27,22.0605,-46.6644,-831,-10235,-8893,0.87585,0.22534,0.10812,-0.41266
1,-0.3569,0.2974,0.8784,19.259,22.0551,-46.6919,-840,-10234,-8904,0.87573,0.22546,0.10806,-0.41287
1,-0.373,0.2949,0.8735,19.1437,22.0221,-46.7798,-835,-10246,-8910,0.87582,0.22464,0.10773,-0.41324
1,-0.3682,0.3013,0.8735,19.0942,22.0001,-46.8347,-833,-10229,-8930,0.87567,0.22421,0.10785,-0.41376
1,-0.3584,0.3008,0.8789,19.1547,22.0001,-46.8292,-840,-10241,-8923,0.87555,0.22464,0.10776,-0.41376
1,-0.3569,0.3018,0.8794,19.1931,21.9891,-46.8732,-838,-10221,-8903,0.87531,0.22504,0.10782,-0.41409
