Frame #,# Obj,X,Y,Z,Doppler,Intensity,Abs Time,Camera Frame
110,20,-0.7168,2.4199,0.35254,0,8,1.6523e+09,153
110,20,-0.80566,2.4287,0.31152,0,10,1.6523e+09,153
110,20,-0.81445,2.4658,0.22559,0,9,1.6523e+09,153
110,20,-0.82422,2.501,0.12402,0,6,1.6523e+09,153
110,20,0,2.3662,-0.6748,0.356,8,1.6523e+09,153
110,20,-0.2334,2.4658,-0.24805,0.356,10,1.6523e+09,153
110,20,-0.47266,2.4727,0.075195,0.356,14,1.6523e+09,153
110,20,-0.63672,2.4502,0.29199,0.356,20,1.6523e+09,153
110,20,-0.72461,2.4502,0.33984,0.356,24,1.6523e+09,153
110,20,-0.7334,2.4824,0.30762,0.356,22,1.6523e+09,153
110,20,-0.82422,2.4775,0.36523,0.356,14,1.6523e+09,153
110,20,-0.80566,2.4189,0.37891,0.71201,8,1.6523e+09,153
110,20,0,2.3096,-0.84863,-0.356,6,1.6523e+09,153
110,20,0,2.3828,-0.7207,-0.356,7,1.6523e+09,153
110,20,-0.39355,2.4805,-0.19434,-0.356,10,1.6523e+09,153
110,20,-0.39844,2.5078,-0.21582,-0.356,12,1.6523e+09,153
110,20,-0.4834,2.5195,-0.25098,-0.356,10,1.6523e+09,153
110,20,-0.65137,2.5234,-0.063477,-0.356,7,1.6523e+09,153
110,20,-1.0117,1.2422,1.9053,-0.356,4,1.6523e+09,153
110,20,-0.40723,2.5439,-0.39355,-0.356,7,1.6523e+09,153
111,31,-0.62988,2.416,0.33105,0,8,1.6523e+09,154
111,31,-0.63672,2.4609,0.17773,0,17,1.6523e+09,154
111,31,-0.64453,2.4883,0.19336,0,26,1.6523e+09,154
111,31,-0.7334,2.4971,0.14258,0,27,1.6523e+09,154
111,31,-0.74121,2.5254,0.14648,0,21,1.6523e+09,154
111,31,-0.75,2.5547,0.13184,0,11,1.6523e+09,154
111,31,0,2.3252,-0.60059,0.356,7,1.6523e+09,154
111,31,0,2.3623,-0.5752,0.356,10,1.6523e+09,154
111,31,0,2.3662,-0.6748,0.356,9,1.6523e+09,154
111,31,-0.7002,2.0732,1.1875,0.356,8,1.6523e+09,154
111,31,-0.55078,2.4121,0.4707,0.356,29,1.6523e+09,154
