Frame #,# Obj,X,Y,Z,Doppler,Intensity,Abs Time,Camera Frame
158,5,1.3066,0.71973,-0.067383,-0.71201,5,1.6515e+09,38
158,5,1.4277,0.51758,-0.11426,-0.71201,7,1.6515e+09,38
158,5,1.3584,0.71582,-0.22949,-0.71201,5,1.6515e+09,38
158,5,1.4004,0.51953,-0.0058594,-0.356,6,1.6515e+09,38
158,5,1.4277,0.5293,-0.03418,-0.356,7,1.6515e+09,38
158,5,1.3066,0.71973,-0.067383,-0.71201,5,1.6515e+09,39
158,5,1.4277,0.51758,-0.11426,-0.71201,7,1.6515e+09,39
158,5,1.3584,0.71582,-0.22949,-0.71201,5,1.6515e+09,39
158,5,1.4004,0.51953,-0.0058594,-0.356,6,1.6515e+09,39
158,5,1.4277,0.5293,-0.03418,-0.356,7,1.6515e+09,39
158,5,1.3066,0.71973,-0.067383,-0.71201,5,1.6515e+09,40
158,5,1.4277,0.51758,-0.11426,-0.71201,7,1.6515e+09,40
158,5,1.3584,0.71582,-0.22949,-0.71201,5,1.6515e+09,40
158,5,1.4004,0.51953,-0.0058594,-0.356,6,1.6515e+09,40
158,5,1.4277,0.5293,-0.03418,-0.356,7,1.6515e+09,40
158,5,1.3066,0.71973,-0.067383,-0.71201,5,1.6515e+09,41
158,5,1.4277,0.51758,-0.11426,-0.71201,7,1.6515e+09,41
158,5,1.3584,0.71582,-0.22949,-0.71201,5,1.6515e+09,41
158,5,1.4004,0.51953,-0.0058594,-0.356,6,1.6515e+09,41
158,5,1.4277,0.5293,-0.03418,-0.356,7,1.6515e+09,41
158,5,1.3066,0.71973,-0.067383,-0.71201,5,1.6515e+09,42
158,5,1.4277,0.51758,-0.11426,-0.71201,7,1.6515e+09,42
158,5,1.3584,0.71582,-0.22949,-0.71201,5,1.6515e+09,42
158,5,1.4004,0.51953,-0.0058594,-0.356,6,1.6515e+09,42
158,5,1.4277,0.5293,-0.03418,-0.356,7,1.6515e+09,42
158,5,1.3066,0.71973,-0.067383,-0.71201,5,1.6515e+09,43
158,5,1.4277,0.51758,-0.11426,-0.71201,7,1.6515e+09,43
158,5,1.3584,0.71582,-0.22949,-0.71201,5,1.6515e+09,43
158,5,1.4004,0.51953,-0.0058594,-0.356,6,1.6515e+09,43
158,5,1.4277,0.5293,-0.03418,-0.356,7,1.6515e+09,43
158,5,1.3066,0.71973,-0.067383,-0.71201,5,1.6515e+09,44
158,5,1.4277,0.51758,-0.11426,-0.71201,7,1.6515e+09,44
158,5,1.3584,0.71582,-0.22949,-0.71201,5,1.6515e+09,44
158,5,1.4004,0.51953,-0.0058594,-0.356,6,1.6515e+09,44
158,5,1.4277,0.5293,-0.03418,-0.356,7,1.6515e+09,44
158,5,1.3066,0.71973,-0.067383,-0.71201,5,1.6515e+09,45
158,5,1.4277,0.51758,-0.11426,-0.71201,7,1.6515e+09,45
158,5,1.3584,0.71582,-0.22949,-0.71201,5,1.6515e+09,45
158,5,1.4004,0.51953,-0.0058594,-0.356,6,1.6515e+09,45
158,5,1.4277,0.5293,-0.03418,-0.356,7,1.6515e+09,45
158,5,1.3066,0.71973,-0.067383,-0.71201,5,1.6515e+09,46
158,5,1.4277,0.51758,-0.11426,-0.71201,7,1.6515e+09,46
158,5,1.3584,0.71582,-0.22949,-0.71201,5,1.6515e+09,46
158,5,1.4004,0.51953,-0.0058594,-0.356,6,1.6515e+09,46
158,5,1.4277,0.5293,-0.03418,-0.356,7,1.6515e+09,46
158,5,1.3066,0.71973,-0.067383,-0.71201,5,1.6515e+09,47
158,5,1.4277,0.51758,-0.11426,-0.71201,7,1.6515e+09,47
158,5,1.3584,0.71582,-0.22949,-0.71201,5,1.6515e+09,47
158,5,1.4004,0.51953,-0.0058594,-0.356,6,1.6515e+09,47
158,5,1.4277,0.5293,-0.03418,-0.356,7,1.6515e+09,47
163,1,1.1895,0.85352,-0.033203,0.356,5,1.6515e+09,48
163,1,1.1895,0.85352,-0.033203,0.356,5,1.6515e+09,49
164,3,1.2354,0.7666,-0.17578,0.356,5,1.6515e+09,50
164,3,1.2607,0.7959,-0.09375,0.356,6,1.6515e+09,50
164,3,1.3799,0.63672,-0.09668,0.356,6,1.6515e+09,50
164,3,1.2354,0.7666,-0.17578,0.356,5,1.6515e+09,51
164,3,1.2607,0.7959,-0.09375,0.356,6,1.6515e+09,51
164,3,1.3799,0.63672,-0.09668,0.356,6,1.6515e+09,51
167,7,0.32617,2.584,0.11816,0.356,7,1.6515e+09,52
167,7,0.3291,2.6152,0,0.356,6,1.6515e+09,52
167,7,0.40234,2.5459,0.032227,-0.356,7,1.6515e+09,52
167,7,0.32617,2.5781,0.20313,-0.356,8,1.6515e+09,52
167,7,0.3291,2.6123,-0.11914,-0.356,7,1.6515e+09,52
167,7,-0.57031,1.4932,-2.0586,0.356,4,1.6515e+09,52
167,7,-0.4834,1.9531,1.6113,-0.356,5,1.6515e+09,52
167,7,0.32617,2.584,0.11816,0.356,7,1.6515e+09,53
167,7,0.3291,2.6152,0,0.356,6,1.6515e+09,53
167,7,0.40234,2.5459,0.032227,-0.356,7,1.6515e+09,53
167,7,0.32617,2.5781,0.20313,-0.356,8,1.6515e+09,53
167,7,0.3291,2.6123,-0.11914,-0.356,7,1.6515e+09,53
167,7,-0.57031,1.4932,-2.0586,0.356,4,1.6515e+09,53
167,7,-0.4834,1.9531,1.6113,-0.356,5,1.6515e+09,53
168,14,1.333,0.70215,-0.22461,0,5,1.6515e+09,54
168,14,1.4072,0.64844,-0.10352,0,6,1.6515e+09,54
168,14,1.2852,0.9209,0.036133,0,4,1.6515e+09,54
168,14,1.2607,0.7959,-0.09375,0.356,7,1.6515e+09,54
168,14,1.333,0.72559,-0.12891,0.356,12,1.6515e+09,54
168,14,1.3584,0.74707,-0.083008,0.356,13,1.6515e+09,54
168,14,1.335,0.84473,-0.083984,0.356,10,1.6515e+09,54
168,14,0.16309,2.5908,0.2373,0.356,8,1.6515e+09,54
168,14,0.3291,2.5996,0.28516,0.356,8,1.6515e+09,54
168,14,0.24414,2.5947,0.057617,-0.356,9,1.6515e+09,54
168,14,0.24707,2.6162,0.20605,-0.356,8,1.6515e+09,54
168,14,0.33301,2.6426,0.10547,-0.356,6,1.6515e+09,54
168,14,-0.57031,2.1484,-1.3613,0.356,5,1.6515e+09,54
168,14,-0.48828,2.292,-1.1416,-0.356,6,1.6515e+09,54
168,14,1.333,0.70215,-0.22461,0,5,1.6515e+09,55
168,14,1.4072,0.64844,-0.10352,0,6,1.6515e+09,55
168,14,1.2852,0.9209,0.036133,0,4,1.6515e+09,55
168,14,1.2607,0.7959,-0.09375,0.356,7,1.6515e+09,55
168,14,1.333,0.72559,-0.12891,0.356,12,1.6515e+09,55
168,14,1.3584,0.74707,-0.083008,0.356,13,1.6515e+09,55
168,14,1.335,0.84473,-0.083984,0.356,10,1.6515e+09,55
168,14,0.16309,2.5908,0.2373,0.356,8,1.6515e+09,55
168,14,0.3291,2.5996,0.28516,0.356,8,1.6515e+09,55
168,14,0.24414,2.5947,0.057617,-0.356,9,1.6515e+09,55
168,14,0.24707,2.6162,0.20605,-0.356,8,1.6515e+09,55
168,14,0.33301,2.6426,0.10547,-0.356,6,1.6515e+09,55
168,14,-0.57031,2.1484,-1.3613,0.356,5,1.6515e+09,55
168,14,-0.48828,2.292,-1.1416,-0.356,6,1.6515e+09,55
168,14,1.333,0.70215,-0.22461,0,5,1.6515e+09,56
168,14,1.4072,0.64844,-0.10352,0,6,1.6515e+09,56
168,14,1.2852,0.9209,0.036133,0,4,1.6515e+09,56
168,14,1.2607,0.7959,-0.09375,0.356,7,1.6515e+09,56
168,14,1.333,0.72559,-0.12891,0.356,12,1.6515e+09,56
168,14,1.3584,0.74707,-0.083008,0.356,13,1.6515e+09,56
168,14,1.335,0.84473,-0.083984,0.356,10,1.6515e+09,56
168,14,0.16309,2.5908,0.2373,0.356,8,1.6515e+09,56
168,14,0.3291,2.5996,0.28516,0.356,8,1.6515e+09,56
168,14,0.24414,2.5947,0.057617,-0.356,9,1.6515e+09,56
168,14,0.24707,2.6162,0.20605,-0.356,8,1.6515e+09,56
168,14,0.33301,2.6426,0.10547,-0.356,6,1.6515e+09,56
168,14,-0.57031,2.1484,-1.3613,0.356,5,1.6515e+09,56
168,14,-0.48828,2.292,-1.1416,-0.356,6,1.6515e+09,56
174,2,0.16309,2.5996,0.10449,-0.356,7,1.6515e+09,57
174,2,0.16504,2.623,0.19824,-0.356,6,1.6515e+09,57
174,2,0.16309,2.5996,0.10449,-0.356,7,1.6515e+09,58
174,2,0.16504,2.623,0.19824,-0.356,6,1.6515e+09,58
174,2,0.16309,2.5996,0.10449,-0.356,7,1.6515e+09,59
174,2,0.16504,2.623,0.19824,-0.356,6,1.6515e+09,59
174,2,0.16309,2.5996,0.10449,-0.356,7,1.6515e+09,60
174,2,0.16504,2.623,0.19824,-0.356,6,1.6515e+09,60
174,2,0.16309,2.5996,0.10449,-0.356,7,1.6515e+09,61
174,2,0.16504,2.623,0.19824,-0.356,6,1.6515e+09,61
