Frame #,# Obj,X,Y,Z,Doppler,Intensity,Abs Time,Camera Frame
154,10,0.55762,2.4424,0.46387,0.356,8,1.6516e+09,67
154,10,0.56348,2.4834,0.39453,0.356,10,1.6516e+09,67
154,10,0.57031,2.5176,0.36133,0.356,9,1.6516e+09,67
154,10,0.57617,2.5625,0.22461,0.356,6,1.6516e+09,67
154,10,0,2.3984,0.12012,-0.356,7,1.6516e+09,67
154,10,0,2.4258,0.15234,-0.356,7,1.6516e+09,67
154,10,0.55762,2.4736,0.25,-0.356,13,1.6516e+09,67
154,10,0.56348,2.502,0.25195,-0.356,17,1.6516e+09,67
154,10,0.65137,2.5156,0.20508,-0.356,16,1.6516e+09,67
154,10,0.65918,2.5459,0.18555,-0.356,10,1.6516e+09,67
155,9,-0.15039,2.3779,-0.2998,0.356,7,1.6516e+09,68
155,9,-0.076172,2.4297,0.038086,0.356,7,1.6516e+09,68
155,9,-0.55078,2.4531,0.15723,0.356,8,1.6516e+09,68
155,9,-0.55762,2.4717,0.27441,0.356,7,1.6516e+09,68
155,9,0,2.375,-0.35449,-0.356,7,1.6516e+09,68
155,9,0,2.4131,-0.29492,-0.356,8,1.6516e+09,68
155,9,0,2.4141,0.47461,-0.356,8,1.6516e+09,68
155,9,-0.47266,2.4707,0.13379,-0.356,10,1.6516e+09,68
155,9,-0.55762,2.4697,0.28906,-0.356,8,1.6516e+09,68
155,9,-0.15039,2.3779,-0.2998,0.356,7,1.6516e+09,69
155,9,-0.076172,2.4297,0.038086,0.356,7,1.6516e+09,69
155,9,-0.55078,2.4531,0.15723,0.356,8,1.6516e+09,69
155,9,-0.55762,2.4717,0.27441,0.356,7,1.6516e+09,69
155,9,0,2.375,-0.35449,-0.356,7,1.6516e+09,69
155,9,0,2.4131,-0.29492,-0.356,8,1.6516e+09,69
155,9,0,2.4141,0.47461,-0.356,8,1.6516e+09,69
155,9,-0.47266,2.4707,0.13379,-0.356,10,1.6516e+09,69
155,9,-0.55762,2.4697,0.28906,-0.356,8,1.6516e+09,69
