Frame #,# Obj,X,Y,Z,Doppler,Intensity,Abs Time,Camera Frame
111,3,-0.27441,2.8838,0.43164,0.356,8,1.6514e+09,58
111,3,-0.36621,2.874,0.43262,-0.356,7,1.6514e+09,58
111,3,-0.37012,2.9063,0.40723,-0.356,6,1.6514e+09,58
111,3,-0.27441,2.8838,0.43164,0.356,8,1.6514e+09,59
111,3,-0.36621,2.874,0.43262,-0.356,7,1.6514e+09,59
111,3,-0.37012,2.9063,0.40723,-0.356,6,1.6514e+09,59
112,2,-0.64063,2.8428,0.2959,0.356,8,1.6514e+09,60
112,2,-0.64063,2.8447,0.2793,-0.356,7,1.6514e+09,60
112,2,-0.64063,2.8428,0.2959,0.356,8,1.6514e+09,61
112,2,-0.64063,2.8447,0.2793,-0.356,7,1.6514e+09,61
112,2,-0.64063,2.8428,0.2959,0.356,8,1.6514e+09,62
112,2,-0.64063,2.8447,0.2793,-0.356,7,1.6514e+09,62
112,2,-0.64063,2.8428,0.2959,0.356,8,1.6514e+09,63
112,2,-0.64063,2.8447,0.2793,-0.356,7,1.6514e+09,63
112,2,-0.64063,2.8428,0.2959,0.356,8,1.6514e+09,64
112,2,-0.64063,2.8447,0.2793,-0.356,7,1.6514e+09,64
112,2,-0.64063,2.8428,0.2959,0.356,8,1.6514e+09,65
112,2,-0.64063,2.8447,0.2793,-0.356,7,1.6514e+09,65
112,2,-0.64063,2.8428,0.2959,0.356,8,1.6514e+09,66
112,2,-0.64063,2.8447,0.2793,-0.356,7,1.6514e+09,66
112,2,-0.64063,2.8428,0.2959,0.356,8,1.6514e+09,67
112,2,-0.64063,2.8447,0.2793,-0.356,7,1.6514e+09,67
112,2,-0.64063,2.8428,0.2959,0.356,8,1.6514e+09,68
112,2,-0.64063,2.8447,0.2793,-0.356,7,1.6514e+09,68
112,2,-0.64063,2.8428,0.2959,0.356,8,1.6514e+09,69
112,2,-0.64063,2.8447,0.2793,-0.356,7,1.6514e+09,69
112,2,-0.64063,2.8428,0.2959,0.356,8,1.6514e+09,70
112,2,-0.64063,2.8447,0.2793,-0.356,7,1.6514e+09,70
112,2,-0.64063,2.8428,0.2959,0.356,8,1.6514e+09,71
112,2,-0.64063,2.8447,0.2793,-0.356,7,1.6514e+09,71
112,2,-0.64063,2.8428,0.2959,0.356,8,1.6514e+09,72
112,2,-0.64063,2.8447,0.2793,-0.356,7,1.6514e+09,72
112,2,-0.64063,2.8428,0.2959,0.356,8,1.6514e+09,73
112,2,-0.64063,2.8447,0.2793,-0.356,7,1.6514e+09,73
139,2,0.45801,2.8916,0.098633,-0.356,8,1.6514e+09,74
139,2,-0.64063,2.8271,-0.41699,-0.356,7,1.6514e+09,74
139,2,0.45801,2.8916,0.098633,-0.356,8,1.6514e+09,75
139,2,-0.64063,2.8271,-0.41699,-0.356,7,1.6514e+09,75
139,2,0.45801,2.8916,0.098633,-0.356,8,1.6514e+09,76
139,2,-0.64063,2.8271,-0.41699,-0.356,7,1.6514e+09,76
139,2,0.45801,2.8916,0.098633,-0.356,8,1.6514e+09,77
139,2,-0.64063,2.8271,-0.41699,-0.356,7,1.6514e+09,77
139,2,0.45801,2.8916,0.098633,-0.356,8,1.6514e+09,78
139,2,-0.64063,2.8271,-0.41699,-0.356,7,1.6514e+09,78
139,2,0.45801,2.8916,0.098633,-0.356,8,1.6514e+09,79
139,2,-0.64063,2.8271,-0.41699,-0.356,7,1.6514e+09,79
139,2,0.45801,2.8916,0.098633,-0.356,8,1.6514e+09,80
139,2,-0.64063,2.8271,-0.41699,-0.356,7,1.6514e+09,80
139,2,0.45801,2.8916,0.098633,-0.356,8,1.6514e+09,81
139,2,-0.64063,2.8271,-0.41699,-0.356,7,1.6514e+09,81
139,2,0.45801,2.8916,0.098633,-0.356,8,1.6514e+09,82
139,2,-0.64063,2.8271,-0.41699,-0.356,7,1.6514e+09,82
139,2,0.45801,2.8916,0.098633,-0.356,8,1.6514e+09,83
139,2,-0.64063,2.8271,-0.41699,-0.356,7,1.6514e+09,83
139,2,0.45801,2.8916,0.098633,-0.356,8,1.6514e+09,84
139,2,-0.64063,2.8271,-0.41699,-0.356,7,1.6514e+09,84
139,2,0.45801,2.8916,0.098633,-0.356,8,1.6514e+09,85
139,2,-0.64063,2.8271,-0.41699,-0.356,7,1.6514e+09,85
139,2,0.45801,2.8916,0.098633,-0.356,8,1.6514e+09,86
139,2,-0.64063,2.8271,-0.41699,-0.356,7,1.6514e+09,86
140,3,-0.54883,2.873,0.15234,0.356,9,1.6514e+09,87
140,3,-0.54395,2.8477,-0.06543,-0.356,8,1.6514e+09,87
140,3,-0.45801,2.8896,0.13672,-0.356,10,1.6514e+09,87
140,3,-0.54883,2.873,0.15234,0.356,9,1.6514e+09,88
140,3,-0.54395,2.8477,-0.06543,-0.356,8,1.6514e+09,88
140,3,-0.45801,2.8896,0.13672,-0.356,10,1.6514e+09,88
140,3,-0.54883,2.873,0.15234,0.356,9,1.6514e+09,89
140,3,-0.54395,2.8477,-0.06543,-0.356,8,1.6514e+09,89
140,3,-0.45801,2.8896,0.13672,-0.356,10,1.6514e+09,89
140,3,-0.54883,2.873,0.15234,0.356,9,1.6514e+09,90
140,3,-0.54395,2.8477,-0.06543,-0.356,8,1.6514e+09,90
140,3,-0.45801,2.8896,0.13672,-0.356,10,1.6514e+09,90
140,3,-0.54883,2.873,0.15234,0.356,9,1.6514e+09,91
140,3,-0.54395,2.8477,-0.06543,-0.356,8,1.6514e+09,91
140,3,-0.45801,2.8896,0.13672,-0.356,10,1.6514e+09,91
140,3,-0.54883,2.873,0.15234,0.356,9,1.6514e+09,92
140,3,-0.54395,2.8477,-0.06543,-0.356,8,1.6514e+09,92
140,3,-0.45801,2.8896,0.13672,-0.356,10,1.6514e+09,92
152,19,-0.63477,2.8232,0.18164,0,6,1.6514e+09,93
152,19,-0.64063,2.8574,0.03418,0,8,1.6514e+09,93
152,19,-0.55469,2.8887,-0.31738,0,8,1.6514e+09,93
152,19,-0.44824,2.7832,0.53809,0.356,11,1.6514e+09,93
152,19,-0.45313,2.8242,0.47363,0.356,19,1.6514e+09,93
152,19,-0.45801,2.8643,0.40918,0.356,22,1.6514e+09,93
152,19,-0.55469,2.8887,0.31738,0.356,18,1.6514e+09,93
152,19,-0.65332,2.9092,0.18652,0.356,10,1.6514e+09,93
152,19,-0.64063,2.8564,-0.10449,-0.71201,10,1.6514e+09,93
152,19,-0.64746,2.876,-0.25195,-0.71201,9,1.6514e+09,93
152,19,-0.44824,2.8271,0.20703,-0.356,13,1.6514e+09,93
152,19,-0.54395,2.8477,0.039063,-0.356,24,1.6514e+09,93
152,19,-0.54883,2.877,0.012695,-0.356,31,1.6514e+09,93
152,19,-0.55469,2.9053,-0.049805,-0.356,28,1.6514e+09,93
152,19,-0.65332,2.915,-0.051758,-0.356,17,1.6514e+09,93
152,19,0.54395,2.7705,0.65918,0,4,1.6514e+09,93
152,19,0.36621,2.7793,0.84863,0,5,1.6514e+09,93
152,19,0.37012,2.7432,1.043,0,5,1.6514e+09,93
152,19,0.4668,2.6777,1.2393,-0.356,9,1.6514e+09,93
152,19,-0.63477,2.8232,0.18164,0,6,1.6514e+09,94
152,19,-0.64063,2.8574,0.03418,0,8,1.6514e+09,94
