address,axg,ayg,azg,AngleXdeg,AngleYdeg,AngleZdeg,hx,hy,hz,q0,q1,q2,q3
15,0.1768,0.978,0.0313,91.7853,-6.6357,-94.8615,-4434,-5762,800,0.4989,0.45334,-0.55832,-0.48346
15,0.1694,0.9702,0.0366,91.3733,-6.5533,-94.0594,-4393,-5841,697,0.50278,0.45654,-0.55234,-0.48331
15,0.0474,0.9624,0.0571,90.9393,-6.6028,-93.0762,-4377,-5802,631,0.51135,0.46017,-0.54434,-0.47989
15,0.0107,0.9629,0.0479,90.5438,-6.5533,-92.3566,-4361,-5781,507,0.51721,0.46259,-0.53787,-0.47861
15,0.1631,0.9717,0.0112,89.8956,-7.4048,-92.373,-4560,-5788,400,0.52121,0.45697,-0.53906,-0.47836
15,0.1138,0.9634,-0.0254,89.9945,-9.5251,-95.1306,-4897,-5747,499,0.51877,0.4321,-0.55966,-0.48044
15,0.1865,0.9526,-0.0239,91.8347,-11.9421,-102.2662,-5189,-5459,1022,0.49234,0.39194,-0.60168,-0.49179
15,0.2231,0.9424,-0.0474,92.027,-11.5796,-104.6393,-5005,-5214,1152,0.483,0.38309,-0.60965,-0.49817
15,0.187,0.9502,-0.042,91.9501,-11.4752,-104.5239,-4870,-5609,1176,0.48001,0.3829,-0.60831,-0.50281
15,0.1821,0.9478,-0.0337,92.0929,-10.9204,-103.7604,-4868,-5624,1142,0.48083,0.38898,-0.6048,-0.50162
15,0.1768,0.957,-0.0356,92.1259,-10.9149,-103.7219,-4868,-5624,1142,0.48035,0.39038,-0.60455,-0.50125
15,0.1719,0.9482,-0.0513,92.2797,-10.9259,-103.5571,-4888,-5636,1162,0.48062,0.39218,-0.60471,-0.49936
15,0.1909,0.9556,-0.0488,92.4829,-11.1017,-103.6395,-4872,-5646,1216,0.48032,0.39203,-0.60611,-0.49811
15,0.1992,0.9468,-0.0552,92.4939,-11.1511,-103.6615,-4869,-5653,1211,0.4805,0.39142,-0.60672,-0.49768
15,0.2031,0.9482,-0.0542,92.4939,-11.2555,-103.6176,-4861,-5648,1229,0.48074,0.39124,-0.60687,-0.49738
15,0.1943,0.9507,-0.0479,92.4664,-11.3104,-103.5571,-4861,-5648,1229,0.48114,0.39108,-0.6069,-0.49707
15,0.1865,0.9443,-0.0493,92.417,-11.5137,-103.5681,-4829,-5590,1205,0.48279,0.38971,-0.60724,-0.49615
15,0.1938,0.9448,-0.0566,92.4225,-11.5631,-103.645,-4829,-5590,1205,0.48267,0.3891,-0.6077,-0.49622
15,0.2012,0.9473,-0.0483,92.4225,-11.6455,-103.7494,-4813,-5344,1203,0.4826,0.38812,-0.60831,-0.49628
15,0.2007,0.9473,-0.0503,92.4445,-11.8268,-103.8867,-4815,-5243,1192,0.48273,0.38684,-0.60919,-0.49609
15,0.2007,0.9473,-0.0503,92.4554,-11.8652,-103.9142,-4854,-5221,1206,0.48276,0.38657,-0.60947,-0.49594
15,0.2065,0.9443,-0.0469,92.4719,-11.8982,-103.9471,-5045,-5215,1215,0.48273,0.38596,-0.60999,-0.49579
15,0.2095,0.9468,-0.0444,92.4774,-11.9312,-103.9746,-5119,-5211,1203,0.48273,0.38568,-0.61023,-0.4957
15,0.23,0.9375,-0.0503,92.5433,-12.1069,-104.1833,-5229,-5219,1206,0.48239,0.38397,-0.61176,-0.49548
15,0.1973,0.9512,-0.0532,92.4884,-12.5903,-104.0955,-5248,-5251,1218,0.48462,0.38187,-0.61279,-0.49368
15,0.1973,0.9512,-0.0532,92.4884,-12.5903,-104.0955,-5248,-5251,1218,0.48462,0.38187,-0.61279,-0.49368
15,0.1973,0.9512,-0.0532,92.4884,-12.5903,-104.0955,-5248,-5251,1218,0.48462,0.38187,-0.61279,-0.49368
15,0.2231,0.9404,-0.0459,92.395,-12.8156,-103.8977,-5214,-5274,1206,0.48737,0.38123,-0.6124,-0.49194
15,0.2231,0.9404,-0.0459,92.395,-12.8156,-103.8977,-5214,-5274,1206,0.48737,0.38123,-0.6124,-0.49194
15,0.2231,0.9404,-0.0459,92.395,-12.8156,-103.8977,-5214,-5274,1206,0.48737,0.38123,-0.6124,-0.49194
15,0.2231,0.9404,-0.0459,92.395,-12.8156,-103.8977,-5214,-5274,1206,0.48737,0.38123,-0.6124,-0.49194
15,0.2285,0.9395,-0.0391,92.1973,-13.222,-103.7109,-5178,-5290,1166,0.48996,0.37982,-0.6123,-0.49054
15,0.2231,0.9429,-0.0337,92.1259,-13.2001,-103.7604,-5168,-5290,1153,0.49057,0.37878,-0.61197,-0.49115
15,0.228,0.9385,-0.0405,92.1039,-13.1012,-103.8373,-5190,-5281,1168,0.48996,0.37872,-0.61194,-0.49188
15,0.2109,0.9448,-0.0459,92.2852,-12.4969,-103.8263,-5254,-5246,1172,0.4866,0.38275,-0.61069,-0.49365
15,0.1997,0.9463,-0.0474,92.3236,-12.3651,-103.7714,-5248,-5253,1194,0.48621,0.3837,-0.61029,-0.49374
15,0.1982,0.9458,-0.0469,92.3401,-12.2662,-103.4802,-5238,-5230,1193,0.48685,0.38602,-0.60904,-0.49289
15,0.209,0.9424,-0.041,92.2687,-12.5629,-103.6121,-5250,-5248,1202,0.48785,0.38348,-0.61011,-0.49252
15,0.2104,0.9414,-0.0513,92.4939,-12.7332,-104.1504,-5240,-5252,1255,0.48654,0.38113,-0.61224,-0.49301
15,0.2134,0.9434,-0.0513,92.5049,-12.7441,-104.1119,-5233,-5259,1252,0.48575,0.38092,-0.61334,-0.49258
15,0.2119,0.9434,-0.0498,92.6038,-12.7277,-104.0405,-5233,-5280,1260,0.48578,0.38181,-0.61343,-0.49176
15,0.2056,0.9463,-0.0522,92.6532,-12.6947,-104.1174,-5249,-5267,1256,0.48502,0.38171,-0.61386,-0.49203
15,0.2183,0.9419,-0.0493,92.6697,-12.6617,-104.0845,-5240,-5273,1253,0.48495,0.38214,-0.61371,-0.49194
15,0.208,0.9438,-0.0498,92.6752,-12.6508,-104.1064,-5250,-5260,1256,0.48477,0.38214,-0.61377,-0.49207
15,0.21,0.9434,-0.0542,92.6862,-12.6343,-104.1174,-5250,-5263,1248,0.48468,0.38214,-0.6138,-0.49213
15,0.2114,0.9429,-0.0527,92.7026,-12.5848,-104.1064,-5216,-5260,1257,0.48444,0.38251,-0.61371,-0.49219
15,0.207,0.939,-0.0454,92.7356,-12.4805,-104.1119,-5265,-5272,1237,0.4838,0.38324,-0.61353,-0.49249
15,0.2148,0.9395,-0.0547,92.8015,-12.4365,-104.1449,-5253,-5276,1278,0.48322,0.38351,-0.61377,-0.49249
15,0.2148,0.9395,-0.0547,92.8015,-12.4365,-104.1449,-5253,-5276,1278,0.48322,0.38351,-0.61377,-0.49249
15,0.208,0.9414,-0.0605,92.7905,-12.3926,-104.0845,-5276,-5266,1280,0.48334,0.38406,-0.61337,-0.49249
15,0.208,0.9414,-0.0605,92.7905,-12.3926,-104.0845,-5276,-5266,1280,0.48334,0.38406,-0.61337,-0.49249
15,0.2139,0.9521,-0.0493,92.7576,-12.3596,-104.1119,-5264,-5260,1284,0.48315,0.38391,-0.61325,-0.49292
15,0.2036,0.936,-0.0527,92.7411,-12.3322,-104.0625,-5264,-5257,1270,0.48328,0.38406,-0.61304,-0.49292
15,0.2002,0.9512,-0.0498,92.7246,-12.3047,-103.9801,-5273,-5256,1275,0.4834,0.38452,-0.61273,-0.49286
15,0.1968,0.9536,-0.0615,92.7026,-12.2772,-103.9087,-5001,-5251,1268,0.48383,0.38519,-0.61206,-0.49274
15,0.2046,0.9463,-0.0635,92.7081,-12.2498,-103.8812,-5048,-5240,1255,0.4838,0.38553,-0.61191,-0.49268
