address,axg,ayg,azg,AngleXdeg,AngleYdeg,AngleZdeg,hx,hy,hz,q0,q1,q2,q3
10,-0.0918,1.0039,-0.1123,99.4757,-5.4163,76.6406,1763,-6701,545,-0.48486,-0.61673,-0.44879,-0.4278
10,0.0215,0.9331,-0.2563,98.3826,-4.1913,73.9874,1865,-6673,417,-0.50043,-0.61963,-0.43646,-0.41833
10,0.1948,0.9243,-0.0132,97.8552,-1.7853,68.703,1778,-6734,281,-0.53098,-0.62793,-0.41861,-0.38525
10,0.1216,0.9497,-0.0957,97.0532,-0.2472,67.533,2031,-6791,77,-0.54721,-0.62445,-0.41608,-0.37064
10,-0.0137,0.9702,-0.1069,96.1908,0.2582,67.5824,2209,-6836,-82,-0.5549,-0.6192,-0.41467,-0.3696
10,0.0039,0.9517,-0.0933,95.235,1.1426,68.6755,2331,-6521,-122,-0.56039,-0.60715,-0.42123,-0.37384
10,-0.0146,0.9717,-0.0645,94.9164,1.5216,70.1367,2240,-6435,-146,-0.55893,-0.59775,-0.43063,-0.3804
10,-0.04,0.9702,-0.0586,94.834,1.4008,70.3619,2235,-6429,-188,-0.55817,-0.59711,-0.43091,-0.38226
10,-0.0151,0.9683,-0.0796,94.7955,1.5491,70.2576,2217,-6419,-177,-0.55911,-0.59665,-0.43094,-0.38156
10,-0.0562,0.9697,-0.063,94.801,1.4337,70.3235,2229,-6414,-178,-0.55884,-0.59692,-0.4306,-0.38193
10,-0.0049,0.4722,-0.0381,94.7955,1.3953,70.318,2276,-6426,-161,-0.55832,-0.59686,-0.43085,-0.38245
10,-0.0225,0.9668,-0.0825,94.7736,1.5546,70.5652,2257,-6423,-151,-0.55838,-0.59534,-0.43253,-0.38284
10,-0.0117,0.9673,-0.0869,94.7241,1.5875,70.7684,2257,-6420,-142,-0.55804,-0.59427,-0.43359,-0.38385
10,-0.0513,0.9707,-0.0708,94.6912,1.4722,71.2903,2266,-6402,-121,-0.55603,-0.5925,-0.43564,-0.38712
10,-0.0181,0.9668,-0.0728,94.6307,1.5491,71.5869,2253,-6412,-133,-0.55563,-0.59079,-0.43735,-0.3884
10,-0.0376,0.9707,-0.0698,94.6033,1.5765,71.6638,2261,-6418,-163,-0.55554,-0.59036,-0.43777,-0.3887
10,-0.0361,0.9717,-0.0786,94.6143,1.582,71.6968,2261,-6406,-140,-0.55548,-0.59018,-0.43802,-0.38882
10,-0.0225,0.9678,-0.0776,94.5483,1.6754,71.6803,2280,-6411,-153,-0.55621,-0.5896,-0.43814,-0.38852
10,-0.0215,0.9683,-0.0747,94.4659,1.7139,71.7737,2270,-6424,-133,-0.55661,-0.58884,-0.43835,-0.38885
10,-0.0229,0.9663,-0.0815,94.433,1.6919,71.8726,2266,-6429,-144,-0.55621,-0.58826,-0.43884,-0.38971
10,-0.0327,0.9648,-0.0796,94.3671,1.7523,71.9714,2282,-6428,-132,-0.55643,-0.58734,-0.43936,-0.3902
10,-0.0234,0.9702,-0.0718,94.3176,1.8182,72.0374,2245,-6417,-103,-0.5567,-0.58661,-0.43985,-0.39035
10,-0.0337,0.9668,-0.0713,94.2792,1.8402,72.1362,2237,-6414,-159,-0.55649,-0.58606,-0.44037,-0.3909
10,-0.021,0.9668,-0.0737,94.2407,1.8732,72.1143,2247,-6425,-135,-0.55704,-0.58575,-0.44028,-0.39075
10,-0.0269,0.9673,-0.0693,94.1913,1.8951,72.2241,2245,-6426,-153,-0.55701,-0.58499,-0.44073,-0.39133
10,-0.0298,0.9663,-0.0693,94.1309,1.972,72.2461,2232,-6430,-156,-0.55753,-0.58432,-0.44101,-0.39127
10,-0.02,0.9746,-0.0693,94.0979,2.016,72.2791,2229,-6427,-173,-0.55774,-0.58389,-0.44128,-0.39133
10,-0.042,0.9683,-0.0679,94.0375,2.016,72.334,2228,-6424,-174,-0.55783,-0.5835,-0.44131,-0.39178
10,-0.0278,0.9707,-0.0713,94.01,2.027,72.301,2214,-6431,-184,-0.55814,-0.58334,-0.44116,-0.39172
10,-0.0337,0.9663,-0.0684,93.9606,2.0325,72.334,2225,-6432,-160,-0.55823,-0.58298,-0.44122,-0.39206
10,-0.0293,0.9683,-0.0693,93.9166,2.0435,72.3834,2232,-6439,-183,-0.55838,-0.58249,-0.44135,-0.3924
10,-0.0381,0.9702,-0.0664,93.8617,2.049,72.4384,2220,-6426,-149,-0.5585,-0.58203,-0.44141,-0.39288
10,-0.019,0.9653,-0.0645,93.8123,2.0819,72.4054,2234,-6413,-149,-0.55899,-0.58179,-0.44125,-0.3927
10,-0.0366,0.9683,-0.0615,93.7573,2.0874,72.4768,2244,-6423,-143,-0.55905,-0.58133,-0.44141,-0.39319
10,-0.0435,0.9668,-0.0601,93.7244,2.0984,72.4603,2224,-6432,-188,-0.5593,-0.58109,-0.44131,-0.39325
10,-0.0381,0.9683,-0.063,93.6804,2.1259,72.4603,2237,-6423,-193,-0.55963,-0.58078,-0.44128,-0.39328
10,-0.0288,0.9663,-0.0605,93.6584,2.1313,72.4713,2222,-6432,-210,-0.55972,-0.5806,-0.44131,-0.39337
10,-0.0366,0.9668,-0.0688,93.631,2.1313,72.4658,2226,-6431,-217,-0.55991,-0.58047,-0.44119,-0.39346
10,-0.0327,0.9717,-0.0649,93.5925,2.1588,72.4603,2244,-6444,-181,-0.56033,-0.58026,-0.44104,-0.39331
10,-0.0356,0.9692,-0.0591,93.5706,2.1588,72.4384,2232,-6439,-207,-0.56039,-0.58017,-0.44098,-0.3934
10,-0.0264,0.9712,-0.0566,93.5541,2.1863,72.4438,2240,-6428,-188,-0.56055,-0.58002,-0.44107,-0.39334
10,-0.0405,0.9692,-0.0581,93.5486,2.1753,72.4823,2219,-6420,-194,-0.56042,-0.57983,-0.44119,-0.39362
