address,axg,ayg,azg,AngleXdeg,AngleYdeg,AngleZdeg,hx,hy,hz,q0,q1,q2,q3
9,0.1714,0.9541,0.0879,85.21,-2.0874,166.6626,336,-6577,2747,-0.07401,-0.09268,-0.67007,-0.7327
9,0.1558,0.9316,0.1079,85.0397,-2.8015,165.6464,236,-6607,2762,-0.07547,-0.10132,-0.66891,-0.73245
9,0.0288,1.0645,0.0742,84.1498,-2.2687,165.4047,475,-6574,2694,-0.07849,-0.09879,-0.664,-0.73694
9,0.0078,0.9937,0.0581,83.5291,-2.2797,164.9762,568,-6544,2591,-0.08408,-0.1008,-0.65808,-0.74133
9,-0.0059,0.98,0.1025,83.5895,-2.3785,164.9268,596,-6553,2597,-0.08398,-0.10275,-0.65854,-0.74069
9,0.0186,0.9531,0.0908,83.8422,-2.038,164.9982,576,-6565,2564,-0.0853,-0.10031,-0.66055,-0.73907
9,0.0317,0.9629,0.0967,83.9136,-1.9226,165.8826,568,-6557,2606,-0.0802,-0.09451,-0.66183,-0.73926
9,0.0313,0.9624,0.1006,83.9081,-1.9446,166.2946,585,-6563,2634,-0.07727,-0.09222,-0.66214,-0.73959
9,0.0244,0.9507,0.0903,83.7598,-1.8677,165.8276,587,-6551,2626,-0.08063,-0.09409,-0.66101,-0.73999
9,0.0439,0.9507,0.1011,83.7103,-1.9336,165.8112,590,-6561,2618,-0.08096,-0.095,-0.66052,-0.74026
9,0.0376,0.9595,0.0913,83.7048,-1.983,165.8167,582,-6546,2564,-0.08051,-0.0954,-0.66043,-0.74036
9,0.0244,0.9551,0.104,83.6224,-2.049,165.6903,583,-6538,2563,-0.08099,-0.09616,-0.65988,-0.74069
9,0.0361,0.9604,0.0923,83.6115,-2.1094,165.7068,582,-6538,2521,-0.0806,-0.0965,-0.65948,-0.74106
9,0.0435,0.957,0.1084,83.6829,-2.1753,165.8716,609,-6551,2548,-0.07938,-0.09628,-0.66006,-0.74069
