address,axg,ayg,azg,AngleXdeg,AngleYdeg,AngleZdeg,hx,hy,hz,q0,q1,q2,q3
8,0.2153,-0.1001,0.8149,-4.1858,-12.2168,27.1307,-1037,1470,-8476,-0.9668,0.01038,0.11191,-0.22928
8,0.0957,-0.0952,0.9277,-3.5211,-9.7064,23.2471,-915,1799,-8532,-0.97528,0.013,0.09085,-0.20078
8,0.105,-0.1821,1.0391,-2.6532,-9.8163,22.2748,-848,1697,-8473,-0.97763,0.00613,0.08838,-0.19046
8,0.1924,-0.1055,1.0532,-1.4667,-9.668,22.478,-837,1696,-8496,-0.97742,-0.00391,0.08511,-0.19315
8,-0.001,-0.0742,1.0801,-1.626,-9.0747,23.4283,-862,1390,-8465,-0.9762,-0.0022,0.08032,-0.20126
8,0.0059,-0.104,1.002,-2.1808,-9.0143,19.3689,-886,1295,-8435,-0.9816,0.00421,0.07886,-0.17352
8,0.1543,-0.1128,0.9619,-2.1973,-8.8605,15.1611,-827,1669,-8448,-0.98825,0.00879,0.0791,-0.13
8,0.0972,-0.0874,1.0283,-1.8402,-8.7012,13.1616,-791,1566,-8463,-0.99014,0.00781,0.07819,-0.1156
8,0.0562,-0.105,1.0298,-1.7413,-8.2617,11.6016,-776,1310,-8458,-0.99225,0.00778,0.07321,-0.0997
8,0.125,-0.0938,0.9766,-1.9556,-8.031,8.7012,-783,1568,-8481,-0.99457,0.01166,0.07111,-0.07449
8,0.0894,-0.0942,1.0049,-2.1643,-8.1793,8.031,-930,1641,-8518,-0.99478,0.01355,0.07227,-0.06998
8,0.1406,-0.0898,0.9814,-2.2906,-8.5034,7.2345,-1141,1701,-8534,-0.99512,0.0152,0.07523,-0.06143
8,0.1328,-0.1011,1.0063,-2.439,-8.6078,5.7458,-1137,1653,-8501,-0.99567,0.01736,0.07593,-0.04987
8,0.1279,-0.0894,1.0034,-2.3895,-8.5748,5.1855,-1124,1529,-8540,-0.99597,0.01736,0.07562,-0.04355
8,0.1514,-0.0884,1.0259,-2.5214,-8.4979,4.8999,-1115,1667,-8528,-0.99612,0.01877,0.07495,-0.04099
