address,axg,ayg,azg,AngleXdeg,AngleYdeg,AngleZdeg,hx,hy,hz,q0,q1,q2,q3
6,0.1538,1.0244,-0.0815,95.636,-2.7136,164.295,550,-6224,3793,-0.07428,-0.11697,-0.73166,-0.66736
6,0.1064,0.9688,-0.1138,96.2238,-3.5651,163.548,256,-6209,3822,-0.07254,-0.12701,-0.73346,-0.66373
6,0.1372,1.0195,-0.126,96.4764,-4.5319,163.2349,294,-6222,3844,-0.06778,-0.1347,-0.73352,-0.66266
6,0.0415,0.9097,-0.1196,97.0697,-4.5813,162.8723,332,-6248,3875,-0.06888,-0.13766,-0.73645,-0.65866
6,0.1245,0.9507,-0.1182,96.7566,-5.0317,163.136,356,-6217,3838,-0.06479,-0.13834,-0.73447,-0.66116
6,0.0825,0.9526,-0.1055,96.806,-4.8944,163.2458,360,-6222,3896,-0.065,-0.13687,-0.73505,-0.6608
6,0.064,0.9536,-0.1323,97.2565,-4.5044,163.7732,333,-6244,3887,-0.064,-0.13202,-0.73798,-0.6586
6,0.0684,0.9385,-0.1362,97.652,-4.3945,163.7128,334,-6265,3970,-0.064,-0.13153,-0.74097,-0.65536
6,0.0649,0.9673,-0.1338,97.7399,-4.043,164.1852,301,-6299,3989,-0.06409,-0.1265,-0.74237,-0.65472
6,0.0522,0.9565,-0.1528,97.8552,-3.8562,164.6246,274,-6293,3988,-0.06262,-0.12268,-0.74368,-0.65408
6,0.0601,0.957,-0.1362,97.8387,-3.8068,164.9707,315,-6299,4028,-0.06085,-0.12015,-0.74432,-0.65402
6,0.0723,0.9683,-0.1289,97.6685,-3.8068,165.1355,273,-6281,3997,-0.06049,-0.11932,-0.74323,-0.65546
6,0.0591,0.9556,-0.1138,97.4542,-3.8507,165.119,278,-6282,3958,-0.06024,-0.11923,-0.74194,-0.65695
6,0.0688,0.98,-0.1211,97.2015,-3.7848,165.3552,274,-6272,3916,-0.05963,-0.11719,-0.74078,-0.65866
6,0.0767,0.9541,-0.1187,97.2894,-3.7738,165.4706,290,-6267,3933,-0.05896,-0.11642,-0.74142,-0.65814
6,0.0562,0.9619,-0.1201,97.3608,-3.6859,165.4761,277,-6274,3922,-0.05942,-0.11594,-0.74191,-0.65762
6,0.0557,0.957,-0.127,97.4103,-3.6035,165.5585,276,-6272,4005,-0.05942,-0.11496,-0.74234,-0.65732
6,0.0586,0.9658,-0.1348,97.4872,-3.5156,165.6958,255,-6280,3997,-0.05939,-0.11407,-0.74295,-0.65677
6,0.0537,0.9604,-0.1245,97.4487,-3.4937,165.8881,258,-6271,3981,-0.05823,-0.11221,-0.74301,-0.65717
6,0.0728,0.9619,-0.1274,97.4542,-3.5541,165.9155,245,-6289,3971,-0.05765,-0.1124,-0.74304,-0.65714
6,0.0586,0.9609,-0.1318,97.6685,-3.4937,165.976,240,-6303,3945,-0.05746,-0.11209,-0.74417,-0.65591
6,0.0518,0.9634,-0.1216,97.608,-3.3783,166.1737,215,-6297,3958,-0.05719,-0.11002,-0.74438,-0.65607
6,0.0615,0.957,-0.1279,97.6685,-3.3948,166.2836,227,-6291,4016,-0.05637,-0.10919,-0.74475,-0.65585
6,0.0591,0.9707,-0.1333,97.8223,-3.3234,166.4978,265,-6306,3993,-0.05582,-0.10797,-0.7457,-0.65503
6,0.0684,0.9585,-0.1489,98.1409,-3.2849,166.767,221,-6108,4035,-0.05432,-0.10577,-0.74774,-0.65317
6,0.0576,0.9644,-0.146,98.1903,-3.2904,166.8329,242,-6239,4093,-0.05344,-0.10529,-0.74832,-0.65265
6,0.0581,0.959,-0.144,98.2672,-3.23,166.9977,307,-6242,4042,-0.0528,-0.10391,-0.74896,-0.65219
6,0.0566,0.9541,-0.1387,98.1958,-3.2135,167.0966,234,-5928,4047,-0.05252,-0.10321,-0.74869,-0.65262
6,0.0566,0.9517,-0.1353,98.2233,-3.23,167.146,238,-6004,4014,-0.052,-0.10287,-0.74884,-0.65256
6,0.0483,0.9702,-0.1377,98.2782,-3.1531,167.2394,215,-6135,4057,-0.05194,-0.1019,-0.7493,-0.65219
6,0.0479,0.9561,-0.1445,98.5144,-3.1146,167.3822,227,-6062,4089,-0.05118,-0.10083,-0.75082,-0.6507
6,0.0449,0.9688,-0.1533,98.7122,-3.1256,167.547,227,-5997,4105,-0.04999,-0.09988,-0.75208,-0.64948
6,0.0435,0.9683,-0.1499,98.8,-3.1201,167.6239,235,-5875,4102,-0.04953,-0.09943,-0.75262,-0.64893
6,0.0435,0.9736,-0.1514,98.9484,-3.0817,167.7832,258,-5871,4101,-0.04874,-0.09821,-0.75366,-0.64798
6,0.0439,0.9644,-0.1636,99.4043,-3.0432,168.0084,207,-5893,4193,-0.04733,-0.09671,-0.75644,-0.64505
6,0.0513,0.9673,-0.1636,99.8822,-3.0157,168.1897,233,-5919,4205,-0.04611,-0.09552,-0.75928,-0.64197
6,0.0576,0.9619,-0.1929,100.7886,-2.9663,168.2446,294,-5955,4292,-0.04538,-0.09525,-0.76443,-0.63593
6,0.0405,0.9375,-0.2256,101.629,-2.8949,168.4863,216,-6017,4421,-0.04382,-0.09357,-0.76935,-0.63034
6,0.0542,0.9482,-0.2163,101.8762,-2.8839,168.6786,220,-6049,4486,-0.04279,-0.09222,-0.77069,-0.62897
6,0.0586,0.9409,-0.2114,101.8542,-3.0597,168.4644,240,-6040,4417,-0.04263,-0.09433,-0.77057,-0.62881
6,0.062,0.9492,-0.21,101.6895,-3.0762,168.4204,235,-6027,4391,-0.04291,-0.09503,-0.76947,-0.63004
6,0.063,0.9624,-0.2041,101.2335,-3.252,168.0524,226,-5997,4385,-0.04416,-0.0983,-0.76651,-0.63306
