address,axg,ayg,azg,AngleXdeg,AngleYdeg,AngleZdeg,hx,hy,hz,q0,q1,q2,q3
0,0.1323,0.9238,0.29,72.2461,-7.7014,162.7295,-39,-7032,821,-0.08182,-0.14194,-0.57339,-0.80267
0,0.1313,0.9258,0.2905,72.334,-7.652,162.9218,-43,-7029,792,-0.0806,-0.14069,-0.57431,-0.80237
0,0.1323,0.9229,0.2847,72.4274,-7.619,163.0701,-31,-7024,852,-0.0798,-0.13998,-0.5751,-0.80197
0,0.1289,0.9219,0.2856,72.4988,-7.663,163.0646,-38,-7016,863,-0.07938,-0.14017,-0.57562,-0.80164
0,0.1387,0.9243,0.2861,72.5537,-7.7509,163.0701,-38,-7017,921,-0.0788,-0.14078,-0.57587,-0.80139
0,0.1323,0.9238,0.2861,72.6416,-7.7509,163.0536,-54,-7039,843,-0.0788,-0.14096,-0.57645,-0.80093
0,0.1372,0.9253,0.2852,72.8448,-7.6685,163.0042,-36,-7029,855,-0.07919,-0.14059,-0.57776,-0.80002
0,0.1182,0.9263,0.271,73.0756,-7.6465,162.735,53,-7038,907,-0.08105,-0.14212,-0.57922,-0.79849
0,0.1313,0.9282,0.2729,73.0756,-7.5421,162.9272,95,-7026,916,-0.08023,-0.14044,-0.57962,-0.79861
0,0.1167,0.9331,0.2764,72.9987,-7.4872,163.0481,49,-7035,912,-0.07977,-0.13937,-0.57928,-0.79907
0,0.123,0.9341,0.2788,72.8833,-7.4597,163.0865,229,-7041,868,-0.07977,-0.13895,-0.57858,-0.79965
0,0.1279,0.9316,0.2788,72.9492,-7.4213,163.0591,167,-7023,862,-0.08008,-0.13885,-0.57907,-0.79929
0,0.1226,0.9302,0.2778,72.9767,-7.2784,163.0206,245,-7021,922,-0.08109,-0.13806,-0.57941,-0.79907
0,0.1313,0.9302,0.2788,73.0206,-6.9708,162.9657,370,-7036,896,-0.08301,-0.13626,-0.58005,-0.79874
0,0.1138,0.9312,0.2778,73.1305,-6.6742,162.5922,356,-7044,921,-0.08701,-0.13623,-0.58081,-0.79776
0,0.1094,0.9316,0.2695,73.2678,-6.5588,162.3065,322,-7062,906,-0.08945,-0.13699,-0.58157,-0.79681
0,0.1079,0.9307,0.269,73.3447,-6.6357,162.0099,337,-7058,931,-0.09082,-0.13892,-0.5816,-0.7963
0,0.1143,0.9258,0.2686,73.3667,-6.6577,161.8341,325,-7043,938,-0.09207,-0.14014,-0.58151,-0.79599
0,0.1128,0.9263,0.27,73.3392,-6.7841,161.6803,346,-7054,938,-0.09256,-0.14175,-0.58096,-0.79605
0,0.1167,0.9258,0.2749,73.2294,-6.9489,161.4331,366,-7049,918,-0.09351,-0.14401,-0.57968,-0.79648
0,0.1226,0.9302,0.2764,73.2019,-6.8665,161.3672,351,-7056,894,-0.09439,-0.14368,-0.57965,-0.79645
0,0.1177,0.9238,0.2705,73.2678,-6.9214,161.1914,352,-7051,871,-0.09531,-0.14508,-0.57968,-0.79608
0,0.1206,0.9321,0.2705,73.2788,-6.9818,161.0266,365,-7031,955,-0.09598,-0.146,-0.5795,-0.79593
0,0.1187,0.9302,0.2729,73.2788,-7.0093,160.8563,378,-7044,937,-0.09683,-0.14731,-0.57922,-0.79581
0,0.127,0.9277,0.2778,73.1854,-7.0258,160.7849,376,-7054,924,-0.09769,-0.14761,-0.57864,-0.79608
0,0.1182,0.9307,0.2808,73.0096,-7.1082,160.6036,335,-7042,916,-0.09866,-0.14902,-0.577,-0.79688
0,0.123,0.9326,0.2798,73.0096,-7.1136,160.5707,369,-7049,896,-0.09894,-0.14932,-0.57678,-0.79694
0,0.1196,0.9292,0.2817,72.9602,-7.1027,160.4608,378,-7050,860,-0.09985,-0.14975,-0.57632,-0.79709
0,0.1162,0.9238,0.2817,72.9382,-7.1246,160.2301,261,-7032,909,-0.10138,-0.15106,-0.57584,-0.797
0,0.1221,0.9277,0.2856,72.8723,-7.1466,160.1422,354,-7048,904,-0.1019,-0.15158,-0.57523,-0.79727
0,0.125,0.9292,0.2847,72.8668,-7.2455,159.917,361,-7036,859,-0.10297,-0.15338,-0.57474,-0.79715
0,0.1211,0.9277,0.272,73.0811,-7.2949,159.7632,324,-7029,916,-0.10352,-0.15469,-0.57596,-0.79593
0,0.1206,0.9189,0.2705,73.1909,-7.24,159.7192,315,-7038,876,-0.104,-0.15463,-0.57672,-0.79532
0,0.124,0.9282,0.2783,73.092,-7.24,159.6698,342,-7041,892,-0.10434,-0.1546,-0.57611,-0.79575
0,0.1211,0.9229,0.2769,73.1744,-7.2839,159.6533,298,-7043,934,-0.10422,-0.15524,-0.57648,-0.79535
0,0.1255,0.9209,0.2759,73.1909,-7.2784,159.6368,344,-7040,927,-0.10431,-0.15533,-0.57657,-0.79526
0,0.124,0.9248,0.272,73.2404,-7.2784,159.6643,353,-7044,892,-0.1041,-0.15524,-0.57697,-0.79504
0,0.1211,0.9287,0.2754,73.2184,-7.2894,159.6863,343,-7041,907,-0.10388,-0.15518,-0.57681,-0.79517
0,0.1274,0.9302,0.2764,73.1909,-7.3773,159.5764,339,-7027,921,-0.10422,-0.15631,-0.57632,-0.79526
0,0.1265,0.937,0.2705,73.2129,-7.4158,159.6863,98,-7037,939,-0.10342,-0.15604,-0.57657,-0.79523
0,0.1221,0.9287,0.2715,73.2953,-7.4213,159.7632,90,-7036,911,-0.10254,-0.15576,-0.57724,-0.79492
0,0.1235,0.9277,0.2715,73.2953,-7.4158,159.8016,124,-7033,950,-0.10233,-0.15552,-0.5773,-0.79495
0,0.1318,0.9272,0.2793,73.1635,-7.5201,160.0159,64,-7032,944,-0.10049,-0.15506,-0.57654,-0.79584
0,0.1265,0.9302,0.2798,73.1635,-7.5092,160.1093,23,-7038,983,-0.1001,-0.15472,-0.57654,-0.79596
0,0.1323,0.9253,0.2715,73.2568,-7.5092,160.2521,199,-7033,964,-0.09875,-0.15387,-0.57751,-0.79556
0,0.1226,0.9326,0.2734,73.1964,-7.3883,160.4004,305,-7041,908,-0.09848,-0.15271,-0.57751,-0.79584
0,0.1284,0.9253,0.2769,73.1909,-7.1686,160.3894,372,-7037,923,-0.09924,-0.15094,-0.5777,-0.79593
0,0.1138,0.9312,0.2744,73.2623,-7.1301,160.3564,171,-7037,941,-0.10001,-0.15073,-0.57825,-0.79547
0,0.1196,0.9312,0.2749,73.2678,-7.2125,160.2356,296,-7045,913,-0.1004,-0.15192,-0.578,-0.79538
0,0.1201,0.9312,0.2739,73.3118,-7.218,160.1532,352,-7045,914,-0.10089,-0.15244,-0.57819,-0.7951
0,0.1226,0.9341,0.2695,73.3887,-7.218,160.0488,381,-7047,937,-0.10138,-0.15277,-0.57846,-0.79474
0,0.1211,0.9243,0.2681,73.504,-7.251,159.95,224,-7050,941,-0.1019,-0.15384,-0.57919,-0.79398
0,0.1274,0.9297,0.27,73.493,-7.3059,159.895,257,-7044,938,-0.10199,-0.15448,-0.57898,-0.79398
0,0.1177,0.9263,0.2744,73.4985,-7.3169,159.906,199,-7046,986,-0.10184,-0.15448,-0.57901,-0.79398
