address,axg,ayg,azg,AngleXdeg,AngleYdeg,AngleZdeg,hx,hy,hz,q0,q1,q2,q3
5,-0.0537,0.9463,-0.2222,102.8375,3.0597,-129.2487,-2387,-5500,3643,-0.2482,-0.34995,0.69888,0.57217
5,-0.0498,0.9463,-0.2231,102.8485,3.0432,-129.2542,-2400,-5555,3642,-0.24826,-0.34982,0.69904,0.57205
5,-0.0488,0.9473,-0.2231,102.854,3.0212,-129.2487,-2384,-5379,3626,-0.24844,-0.34976,0.69907,0.57196
5,-0.0488,0.9468,-0.2227,102.8485,3.0157,-129.2706,-2389,-5544,3637,-0.24838,-0.34961,0.6991,0.57202
5,-0.0479,0.9463,-0.2207,102.8375,3.0157,-129.2761,-2403,-5543,3614,-0.24841,-0.34955,0.6991,0.57208
5,-0.0537,0.9463,-0.2212,102.8485,2.9993,-129.2322,-2413,-5376,3615,-0.24866,-0.34976,0.69904,0.5719
5,-0.0498,0.9458,-0.2217,102.854,3.0048,-129.2596,-2400,-5443,3602,-0.24847,-0.34961,0.69913,0.57196
5,-0.0518,0.9463,-0.2222,102.8595,3.0103,-129.2651,-2397,-5367,3617,-0.24838,-0.34961,0.69916,0.57196
5,-0.0527,0.9463,-0.2202,102.8595,2.9993,-129.2596,-2394,-5439,3637,-0.2485,-0.34961,0.69919,0.5719
5,-0.0469,0.9453,-0.2236,102.8815,2.9938,-129.2596,-2385,-5504,3615,-0.24847,-0.34961,0.69931,0.57175
5,-0.0513,0.9468,-0.2241,102.8979,2.9553,-129.2432,-2386,-5439,3636,-0.24872,-0.34958,0.69943,0.5715
5,-0.0503,0.9453,-0.2295,102.9474,2.9114,-129.2267,-2392,-5319,3632,-0.24899,-0.34955,0.69971,0.57104
5,-0.0449,0.9443,-0.23,102.9694,2.9224,-129.2157,-2394,-5325,3649,-0.24887,-0.34973,0.6998,0.57089
5,-0.0479,0.9453,-0.2251,102.9858,2.8784,-129.1718,-2387,-5336,3670,-0.2493,-0.34982,0.69986,0.57059
5,-0.0508,0.9463,-0.228,102.9913,2.851,-129.1718,-2364,-5283,3640,-0.24951,-0.34976,0.69995,0.5704
5,-0.0449,0.9458,-0.2261,102.9584,2.8839,-129.3585,-2388,-5445,3664,-0.24866,-0.34891,0.70016,0.57104
5,-0.0483,0.9482,-0.2231,102.9419,2.8949,-129.5618,-2398,-5432,3640,-0.24747,-0.34753,0.70074,0.57172
5,-0.0498,0.9468,-0.2251,102.9309,2.9224,-129.6606,-2405,-5517,3658,-0.24673,-0.34692,0.70096,0.57211
5,-0.0454,0.9463,-0.2251,102.9089,2.9718,-129.7101,-2409,-5611,3632,-0.24625,-0.3468,0.70087,0.57248
5,-0.0552,0.9473,-0.2236,102.8815,2.9938,-129.743,-2425,-5646,3642,-0.24606,-0.34665,0.70081,0.57275
5,-0.0508,0.9458,-0.2227,102.8705,3.0157,-129.7211,-2398,-5639,3645,-0.24606,-0.34686,0.70059,0.57288
5,-0.0513,0.9458,-0.2231,102.854,3.0432,-129.7211,-2419,-5639,3634,-0.24594,-0.34698,0.70047,0.57303
5,-0.0576,0.9463,-0.2222,102.8485,3.0652,-129.7211,-2415,-5579,3635,-0.24582,-0.34708,0.70038,0.57312
5,-0.0513,0.9453,-0.2231,102.8375,3.1201,-129.6606,-2426,-5517,3656,-0.24579,-0.3476,0.70007,0.57318
5,-0.0532,0.9492,-0.2212,102.843,3.1256,-129.5728,-2418,-5427,3632,-0.24619,-0.3483,0.69974,0.57303
5,-0.0581,0.9458,-0.2246,102.854,3.1476,-129.4794,-2409,-5502,3618,-0.24655,-0.34888,0.69952,0.57275
5,-0.0493,0.9453,-0.2222,102.8375,3.197,-129.5563,-2425,-5378,3606,-0.24597,-0.34879,0.69949,0.57309
5,-0.0576,0.9473,-0.2188,102.821,3.2135,-129.6002,-2418,-5455,3647,-0.24557,-0.34848,0.69952,0.57343
5,-0.0557,0.9453,-0.2207,102.8101,3.2739,-129.5728,-2433,-5637,3637,-0.24539,-0.34882,0.69928,0.57361
5,-0.0557,0.9453,-0.2241,102.8046,3.3014,-129.5233,-2441,-5651,3632,-0.24545,-0.34933,0.69894,0.57364
5,-0.064,0.9463,-0.2212,102.7716,3.3234,-129.5123,-2447,-5642,3643,-0.24545,-0.3494,0.69876,0.57382
5,-0.0581,0.9473,-0.2192,102.7551,3.3508,-129.5068,-2449,-5606,3630,-0.24533,-0.34946,0.69861,0.57407
5,-0.0605,0.9487,-0.2217,102.7551,3.3508,-129.4519,-2373,-5632,3633,-0.24564,-0.34982,0.69839,0.57394
5,-0.0562,0.9453,-0.2202,102.7606,3.3563,-129.4189,-2415,-5589,3626,-0.24579,-0.35013,0.69827,0.57382
5,-0.0596,0.9468,-0.2222,102.7661,3.3508,-129.3915,-2435,-5620,3618,-0.24594,-0.35028,0.69824,0.5737
5,-0.0566,0.9468,-0.2197,102.7606,3.3563,-129.3365,-2444,-5660,3624,-0.24619,-0.35065,0.69806,0.57364
5,-0.0527,0.9458,-0.2222,102.7716,3.3563,-129.2596,-2453,-5647,3624,-0.24655,-0.35114,0.69788,0.57339
5,-0.0562,0.9468,-0.2207,102.7826,3.3453,-129.1882,-2444,-5639,3655,-0.24695,-0.35153,0.69772,0.57315
5,-0.0547,0.9473,-0.2231,102.7826,3.3508,-129.1937,-2450,-5562,3647,-0.24689,-0.35153,0.69772,0.57318
5,-0.0562,0.9458,-0.2217,102.7716,3.3508,-129.1718,-2437,-5627,3648,-0.24701,-0.35165,0.69763,0.57318
5,-0.0605,0.9468,-0.2227,102.7716,3.3508,-129.1498,-2437,-5644,3634,-0.2471,-0.35178,0.69754,0.57318
5,-0.0552,0.9458,-0.2212,102.7661,3.3508,-129.1058,-2443,-5606,3629,-0.24728,-0.35199,0.69739,0.57315
5,-0.0522,0.9463,-0.2202,102.7661,3.3508,-129.0894,-2436,-5598,3626,-0.24744,-0.35214,0.69733,0.57306
5,-0.0581,0.9458,-0.2202,102.7716,3.3508,-129.0509,-2425,-5657,3638,-0.24762,-0.35236,0.69724,0.57294
5,-0.0571,0.9458,-0.2202,102.7826,3.3453,-129.0125,-2423,-5529,3621,-0.2478,-0.3526,0.69717,0.57281
5,-0.0576,0.9473,-0.2217,102.7936,3.3508,-128.9795,-2433,-5628,3624,-0.24789,-0.35281,0.69714,0.57266
5,-0.0527,0.9458,-0.2212,102.8046,3.3508,-128.9685,-2434,-5631,3621,-0.24792,-0.35294,0.69714,0.57257
