address,axg,ayg,azg,AngleXdeg,AngleYdeg,AngleZdeg,hx,hy,hz,q0,q1,q2,q3
1,-0.3745,-0.0483,0.9224,-3.0652,22.0496,-156.8298,-277,-8397,-9496,0.202,0.18201,0.06412,-0.96014
1,-0.3687,-0.0435,0.9287,-2.9169,22.0605,-156.6486,-258,-8392,-9501,0.203,0.18213,0.06332,-0.95996
1,-0.3765,-0.0439,0.9326,-2.8125,22.1155,-156.4618,-260,-8392,-9497,0.20428,0.18295,0.0629,-0.95953
1,-0.3877,-0.0449,0.9331,-2.7411,22.1265,-156.3135,-259,-8375,-9493,0.20581,0.18292,0.06235,-0.95926
1,-0.3804,-0.0464,0.9224,-2.7466,22.121,-156.3354,-257,-8414,-9552,0.20563,0.18289,0.06235,-0.95932
1,-0.3667,-0.0444,0.9219,-2.7301,22.1649,-156.3904,-268,-8393,-9542,0.20517,0.18329,0.06232,-0.95932
1,-0.3887,-0.0449,0.9238,-2.6532,22.2034,-156.3794,-275,-8491,-9503,0.20511,0.18375,0.06165,-0.95929
1,-0.3716,-0.0381,0.9199,-2.6477,22.099,-156.5057,-248,-8424,-9527,0.20425,0.18317,0.06137,-0.95963
1,-0.3652,-0.0356,0.9233,-2.417,22.1045,-156.4233,-272,-8685,-9507,0.20425,0.18329,0.05972,-0.95969
1,-0.3774,-0.0342,0.9365,-2.2906,22.1265,-156.4124,-248,-8699,-9511,0.20441,0.18381,0.05853,-0.95963
1,-0.3682,-0.0313,0.9248,-2.2687,22.1429,-156.4728,-269,-8757,-9513,0.2038,0.18381,0.05817,-0.95978
1,-0.3745,-0.0356,0.9258,-2.2247,22.1814,-156.4398,-249,-8739,-9485,0.20392,0.18439,0.05792,-0.95966
1,-0.3921,-0.0352,0.9189,-2.1313,22.2198,-156.319,-241,-8814,-9516,0.20477,0.18463,0.0574,-0.95947
1,-0.3989,-0.0356,0.9297,-1.9501,22.3792,-156.4178,-268,-8832,-9482,0.20361,0.18652,0.05597,-0.95944
1,-0.3799,-0.0273,0.9321,-1.8402,22.2528,-156.6211,-262,-8808,-9494,0.20175,0.18573,0.0545,-0.96005
1,-0.3774,-0.0313,0.9287,-1.8787,22.2363,-156.8738,-261,-8807,-9504,0.19974,0.18564,0.05444,-0.96051
1,-0.3735,-0.0283,0.918,-1.9116,22.1155,-157.1539,-276,-8765,-9521,0.19788,0.18454,0.05389,-0.96112
1,-0.396,-0.0352,0.9312,-1.983,22.3242,-157.3407,-278,-8787,-9525,0.19595,0.18643,0.05469,-0.96112
1,-0.376,-0.0288,0.9297,-2.0764,22.7527,-157.4615,-326,-8786,-9512,0.19501,0.18994,0.05597,-0.96054
1,-0.3877,-0.0425,0.9155,-2.6093,23.7744,-158.0988,-64,-8823,-9486,0.19043,0.19794,0.061,-0.95956
1,-0.3706,-0.0327,0.8989,-2.4994,23.2855,-157.8625,-276,-8812,-9482,0.19229,0.19388,0.05969,-0.96008
